X,Y,Name,FIRE_OF_NOTE_IND,FIRE_SIZE_HA,Field_1,Fire Number,GEOGRAPHIC,IGNITION DATE,INCIDENT_NAME,LATITUDE,LONGITUDE,RESPONSE_TYPE_DESC,YEAR
-123.943649358391,48.4632393779917,Bear Creek Reservoir,0,0.009,Bear Creek Reservoir,V61177,Bear Creek Reservoir,2020-08-16 10:58:01 PM,Muir Main 15km,48.463234,-123.943634,Full,2020
-115.380263010284,49.1211230694404,Wickman Creek,0,0.1,Wickman Creek,N10719,Wickman Creek,2020-07-29 2:30:21 PM,,49.121117,-115.380249,Full,2020
-123.26153233727,49.888955618479,Magee Road,0,203,Magee Road,V30067,Magee Road,2020-04-15 2:50:00 PM,Magee Road Fire,49.88895,-123.261517,Full,2020
-120.774581976482,50.0754059188257,Fox Farm Road,0,2,Fox Farm Road,K61363,Fox Farm Road,2020-08-22 12:00:00 PM,,50.0754,-120.774567,Full,2020
-127.127747701918,50.5389036754815, Keogh 61 C,0,0.009,Keogh 61 C,V90140,Keogh 61 C,2020-04-22 7:19:02 PM,,50.538899,-127.127731,Full,2020
-116.96801687776,50.0859743570986,Lost Ledge,0,0.009,Lost Ledge,N71228,Lost Ledge,2020-08-17 5:24:52 PM,,50.085968,-116.968002,Full,2020
-123.096183233315,51.9403387194109,Lees Corner,0,1.52,Lees Corner,C51993,Lees Corner,2021-03-31 8:20:53 AM,,51.940333,-123.096167,,2020
-123.954132316091,49.0570238028583,N Haslam Creek,0,0.1,N Haslam Creek,V70721,N Haslam Creek,2020-07-29 4:30:00 PM,,49.057018,-123.954117,Full,2020
-127.024088735044,55.1430716859285,226 Branch off  Blunt FSR,0,0.02,226 Branch off  Blunt FSR,R30337,226 Branch off  Blunt FSR,2020-06-04 9:30:00 AM,,55.143066,-127.024071,Full,2020
-121.033915336062,50.1314058914072,0.5 km Jack Swartz,0,0.009,0.5 km Jack Swartz,K60846,0.5 km Jack Swartz,2020-08-02 1:00:00 PM,Spius Creek Campfire,50.1314,-121.0339,Full,2020
-119.921897863512,50.5593398430612,Duck Hills,0,0.009,Duck Hills,K20788,Duck Hills,2020-08-01 10:00:00 AM,,50.559334,-119.921883,Full,2020
-121.137232063727,50.2818392203887,Skuhun Creek,0,28,Skuhun Creek,K60581,Skuhun Creek,2020-07-20 11:00:00 AM,,50.281833,-121.137217,Full,2020
-116.191481887923,50.6772906818698,Steamboat Mountain #2,0,0.04,Steamboat Mountain #2,N21331,Steamboat Mountain #2,2020-08-17 7:42:00 PM,Steamboat #2,50.677284,-116.191467,Full,2020
-124.330047870703,49.0439736581499,Green Mountain,0,16.9,Green Mountain,V60740,Green Mountain,2020-07-31 4:45:23 AM,Green Mountain,49.043968,-124.330032,Full,2020
-124.602715934121,50.1972221716208,Deadly Cone Mountain,0,0.1,Deadly Cone Mountain,V50831,Deadly Cone Mountain,2020-07-31 10:20:14 AM,,50.197217,-124.6027,Full,2020
-120.064933813457,50.6425078306748,Sonora Rd,0,0.4,Sonora Rd,K20139,Sonora Rd,2020-04-22 8:00:46 AM,,50.642502,-120.064919,Full,2020
-128.117246732433,55.625585139913,60km Kispiox FSR near Bear Claw Lodge,0,3,60km Kispiox FSR near Bear Claw Lodge,R40115,60km Kispiox FSR near Bear Claw Lodge,2020-04-20 12:54:26 PM,,55.62558,-128.117228,Full,2020
-124.059517082608,48.8716714821227,Meade Creek,0,6,Meade Creek,V61167,Meade Creek,2020-08-16 10:48:01 PM,Meade Creek,48.871666,-124.059502,Full,2020
-124.753182359508,50.8735062775777,South Gate River,0,2.6,South Gate River,V50747,South Gate River,2020-07-31,Southgate,50.873501,-124.753166,Full,2020
-117.866668383737,50.9115244022379,Akolkolex River,0,0.2,Akolkolex River,N41401,Akolkolex River,2020-08-21 6:27:58 PM,,50.911518,-117.866653,Modified,2020
-119.320251251512,50.1991218947622,Westridge Rd ,0,27,Westridge Rd,K41637,Westridge Rd,2020-09-07 12:45:00 PM,,50.199116,-119.320236,Full,2020
-117.606314960699,49.5665879533115,Fairful Creek,0,0.009,Fairful Creek,N51249,Fairful Creek,2020-08-17 7:03:25 PM,,49.566582,-117.6063,Full,2020
-121.425445937078,50.9322873824163,5.2 km N of Hwy 97/99 Junction,0,0.4,5.2 km N of Hwy 97/99 Junction,K20019,5.2 km N of Hwy 97/99 Junction,2020-04-08 2:30:36 PM,,50.932282,-121.42543,Full,2020
-123.160683663334,51.9961071131667,Anahim Flat IR,0,0.009,Anahim Flat IR,C50058,Anahim Flat IR,2020-04-13 10:30:00 AM,,51.996101,-123.160667,Full,2020
-116.842650493901,49.4921061337601,Mount Drewry,0,0.09,Mount Drewry,N71359,Mount Drewry,2020-08-21 6:45:38 PM,,49.4921,-116.842636,Full,2020
-117.852035293709,50.9565569067076,Mt. Kenneth,0,0.045,Mt. Kenneth,N41280,Mt. Kenneth,2020-08-14 12:00:45 PM,Mt. Kenneth,50.956551,-117.85202,Full,2020
-119.879516317688,49.7142547041653,Darke Creek,0,0.05,Darke Creek,K51775,Darke Creek,2020-09-18 7:14:35 PM,Darke lake,49.714249,-119.879501,Full,2020
-123.568435710038,48.4971559222761,Goldstream Heights,0,0.03,Goldstream Heights,V60489,Goldstream Heights,2020-07-07 5:05:05 PM,Gold stream Heights,48.49715,-123.56842,Full,2020
-125.831163710898,54.2928063327638,Brewer Road,,N,0.009,Brewer Road, Decker Lake,R10246,Brewer Road, Decker Lake,2020-05-10 12:26:55 PM,R10246,54.292801
-117.485984350821,50.7039057348415,Ferguson Creek,0,0.009,Ferguson Creek,N51241,Ferguson Creek,2020-08-17 4:36:12 PM,,50.703899,-117.485969,Full,2020
-124.292268766247,54.0300730316026,Engen Rd,0,0.001,Engen Rd,G40208,Engen Rd,2020-05-04 5:00:00 PM,Engen Road,54.030067,-124.292252,Full,2020
-120.554231769912,49.5751892491837,Nedved Creek,0,0.009,Nedved Creek,K61814,Nedved Creek,2020-09-27 12:00:00 PM,Nedved Creek,49.575183,-120.554217,Full,2020
-118.492179187717,49.0346550216536,Hardy Mountain Road,0,0.3,Hardy Mountain Road,N60027,Hardy Mountain Road,2020-04-09 1:16:43 PM,,49.034649,-118.492165,Full,2020
-122.102096961342,50.6253223881611,500 M up Seton Ridge FSR,0,0.01,500 M up Seton Ridge FSR,K71169,500 M up Seton Ridge FSR,2020-08-17 7:00:00 AM,,50.625317,-122.102081,Full,2020
-119.180961232298,49.4894050715196,Carmi Creek,0,55,Carmi Creek,N61268,Carmi Creek,2020-08-18 10:26:00 AM,Carmi Creek,49.489399,-119.180946,Full,2020
-118.938949195386,49.8875221209286,Rabbit FSR ,0,0.1,Rabbit FSR,K51278,Rabbit FSR,2020-08-17 3:44:51 PM,,49.887516,-118.938934,Full,2020
-126.389299109707,52.4332214169266,Hwy 20 and Noosgulch Mainline,0,0.009,Hwy 20 and Noosgulch Mainline,VA0002,Hwy 20 and Noosgulch Mainline,2020-04-01 4:00:00 PM,,52.433216,-126.389282,Full,2020
-123.048232894391,51.9379057257403,4km E Lees Corner,0,0.6,4km E Lees Corner,C50036,4km E Lees Corner,2020-04-10 4:57:47 PM,,51.9379,-123.048217,Full,2020
-122.019615375004,49.6711390547515,Bremner Creek,0,1,Bremner Creek,V10723,Bremner Creek,2020-07-30 10:00:55 AM,,49.671133,-122.0196,Full,2020
-123.175751326676,50.5899714580558,Mt Delilah,0,22.4,Mt Delilah,V31309,Mt Delilah,2020-08-17 3:00:00 AM,,50.589966,-123.175736,Full,2020
-123.971147496534,53.9864215720185,Macdonald Road,0,0.009,Macdonald Road,G40724,Macdonald Road,2020-07-30 1:35:00 PM,,53.986416,-123.97113,Full,2020
-119.516547965326,50.1184066678161,La Casa,0,0.009,La Casa,K51055,La Casa,2020-08-11 11:58:34 AM,,50.118401,-119.516533,Full,2020
-120.038665311771,50.6530393677748,Kamloops Stock Yard,0,0.8,Kamloops Stock Yard,K20175,Kamloops Stock Yard,2020-04-30 12:41:17 PM,Kamloops Stock Yard,50.653033,-120.03865,Full,2020
-116.837683881396,49.8233744553832,Loki Creek #2,0,0.009,Loki Creek #2,N70918,Loki Creek #2,2020-08-03 1:29:47 PM,,49.823368,-116.837669,Full,2020
-124.838081818742,49.3076874096253,Smith Rd,0,0.009,Smith Rd,V70068,Smith Rd,2020-04-15 11:26:00 PM,,49.307682,-124.838066,Full,2020
-119.59268147039,49.3555396165653,Waterman's Hill,0,0.009,Waterman's Hill,K50711,Waterman's Hill,2020-07-28 9:19:00 AM,Waterman's Hill,49.355534,-119.592667,Full,2020
-117.167380687812,50.3450075498162,Cascade Creek,0,0.29,Cascade Creek,N71266,Cascade Creek,2020-08-17 6:04:13 PM,,50.345001,-117.167366,Full,2020
-120.789015285304,50.0984726187345,Mill Site ,0,0.009,Mill Site,K61073,Mill Site,2020-08-12 8:14:16 PM,,50.098467,-120.789,Full,2020
-117.720549811388,49.2985902233667,Judkin Creek,0,0.16,Judkin Creek,N51078,Judkin Creek,2020-08-06 7:01:01 PM,Merry Creek,49.298584,-117.720535,Full,2020
-117.431395965392,50.4433886252307,Mobbs Creek,0,13.8,Mobbs Creek,N71297,Mobbs Creek,2020-08-17 5:54:10 PM,,50.443382,-117.431381,Monitor,2020
-121.590749250402,51.8502226020159,122 Mile House,0,1.6,122 Mile House,C40061,122 Mile House,2020-04-13 4:02:00 PM,,51.850217,-121.590733,Full,2020
-120.289648603401,50.3679559907376,Stump Lake,0,0.009,Stump Lake,K20562,Stump Lake,2020-07-19 3:30:00 PM,Stump Lake,50.36795,-120.289633,Full,2020
-116.294231356999,50.850456480243,Dunbar Creek,0,2.4,Dunbar Creek,N21336,Dunbar Creek,2020-08-19 5:00:00 PM,,50.85045,-116.294217,Full,2020
-119.0405985031,50.9057728642184,Marble Point,0,1.5,Marble Point,K40921,Marble Point,2020-08-03 9:40:51 PM,,50.905767,-119.040583,Full,2020
-123.792015240103,48.8660066128297,2.5km W Big Sicker Mtn,0,0.009,2.5km W Big Sicker Mtn,V60398,2.5km W Big Sicker Mtn,2020-06-16 10:47:16 AM,,48.866001,-123.792,Full,2020
-120.648767737963,56.2745384810344,Cecil Lake,0,0.2,Cecil Lake,G80195,Cecil Lake,2020-05-02 5:55:45 PM,,56.274532,-120.64875,Full,2020
-116.815566278458,49.8301378582142,Loki Creek,0,0.03,Loki Creek,N70900,Loki Creek,2020-08-03 1:29:41 PM,,49.830132,-116.815552,Full,2020
-115.278883644751,49.3393390954318,North Star Lake FSR,0,0.009,North Star Lake FSR,N11134,North Star Lake FSR,2020-08-15 4:16:04 PM,,49.339333,-115.27887,Full,2020
-116.966445173287,49.7008081326891,Coffee Creek,0,0.03,Coffee Creek,N71323,Coffee Creek,2020-08-17 7:45:19 PM,,49.700802,-116.966431,Full,2020
-120.568201187453,55.9604057819965,Farmington,0,0.7,Farmington,G70181,Farmington,2020-05-01 3:22:01 PM,,55.9604,-120.568184,Full,2020
-122.561218589904,50.1220875117318,Narrows at Lillooet Lake,0,0.1,Narrows at Lillooet Lake,V31223,Narrows at Lillooet Lake,2020-08-17 1:55:00 AM,,50.122082,-122.561203,Full,2020
-117.526030690377,49.3598733489416,Glade Creek,0,0.009,Glade Creek,N51643,Glade Creek,2020-09-07 9:00:00 AM,Glade Creek,49.359867,-117.526016,Full,2020
-124.249832524806,49.2911545779775,Craig Creek,0,0.04,Craig Creek,V70920,Craig Creek,2020-07-31 3:14:04 AM,,49.291149,-124.249817,Full,2020
-116.708564309126,51.09018974715,Malone,0,0.04,Malone,N21518,Malone,2020-09-01 3:34:20 PM,,51.090183,-116.70855,Full,2020
-119.972312985076,50.604204539179,Robbins Range,0,0.007,Robbins Range,K20894,Robbins Range,2020-07-31 8:41:32 PM,,50.604199,-119.972298,Full,2020
-117.585024500881,49.3533042423507,Chalmers Rd,0,0.1,Chalmers Rd,N51869,Chalmers Rd,2021-03-18 2:49:20 PM,,49.353298,-117.58501,Full,2020
-118.077262497061,50.4700570527211,Mt. Symons #2,0,0.1,Mt. Symons #2,N41277,Mt. Symons #2,2020-08-17 4:47:10 PM,,50.470051,-118.077248,Full,2020
-122.342317835525,56.4611226548949,Graham River,0,25,Graham River,G80168,Graham River,2020-04-27 4:20:00 PM,,56.461117,-122.3423,Full,2020
-121.201248311559,50.2937718795658,Shackan Creek,0,0.09,Shackan Creek,K60759,Shackan Creek,2020-07-31 6:00:00 PM,,50.293766,-121.201233,Full,2020
-119.091165109514,50.5496061396111,Enderby Mabel Oxbow,0,3.6,Enderby Mabel Oxbow,K40156,Enderby Mabel Oxbow,2020-04-25 1:40:00 PM,Enderby Mabel Oxbow,50.5496,-119.09115,Full,2020
-120.765602595709,51.4993383879647,SW Island on Bridge Lake,0,0.009,SW Island on Bridge Lake,C41617,SW Island on Bridge Lake,2020-09-06 3:03:41 PM,,51.499332,-120.765587,Full,2020
-128.508883389671,54.5239880737745,Copper Mtn,0,0.3,Copper Mtn,R50247,Copper Mtn,2020-05-10 12:21:25 PM,,54.523983,-128.508865,Full,2020
-117.577994557887,49.5764718573144,Pedro Creek FSR ,0,0.009,Pedro Creek FSR,N51344,Pedro Creek FSR,2020-08-19 5:42:34 PM,,49.576466,-117.57798,Full,2020
-117.701499481417,50.3155732875958,Raven Creek West ,0,0.01,Raven Creek West,N51342,Raven Creek West,2020-08-17 4:10:15 PM,,50.315567,-117.701485,Full,2020
-122.493263693264,50.5135555363744,Spruce Creek FSR,0,0.009,Spruce Creek FSR,V30691,Spruce Creek FSR,2020-07-26 11:00:00 PM,Spruce Creek,50.51355,-122.493248,Full,2020
-121.406380197013,51.4652883084321,Mount Rosemary,0,0.009,Mount Rosemary,C40327,Mount Rosemary,2020-05-30 2:00:00 PM,,51.465282,-121.406364,Full,2020
-116.268314563509,50.5370897637801,Bruce Creek,0,1.3,Bruce Creek,N21450,Bruce Creek,2020-08-28 10:29:20 AM,Bruce Creek Fire,50.537083,-116.2683,Full,2020
-121.51271861694,51.1439076814586,0.5km W of Big Bar Rest Stop ,0,0.93,0.5km W of Big Bar Rest Stop,C40955,0.5km W of Big Bar Rest Stop,2020-07-31 8:46:21 PM,,51.143902,-121.512703,Full,2020
-123.084683581355,53.8948891194259,5km South of Reid LK,0,6.8,5km South of Reid LK,G10254,5km South of Reid LK,2020-05-11 9:18:18 AM,,53.894883,-123.084667,Full,2020
-120.574467138147,55.6053728703381,Fellers Heights,0,0.009,Fellers Heights,G71034,Fellers Heights,2020-08-09 11:39:00 PM,,55.605367,-120.57445,Full,2020
-117.921897311162,49.904806637869,Burton Creek,0,0.1,Burton Creek,N50821,Burton Creek,2020-08-01 3:06:00 PM,,49.9048,-117.921883,Full,2020
-128.357584664925,54.5115883937177,West Copper Main,0,0.3,West Copper Main,R50805,West Copper Main,2020-07-31 4:00:00 PM,,54.511583,-128.357567,Full,2020
-120.886784206865,56.4062228191722,Montney Coolies,0,50,Montney Coolies,G81116,Montney Coolies,2020-08-15 6:26:00 PM,,56.406217,-120.886767,Full,2020
-123.543128988682,48.4277551216368,Sooke Rd,0,0.1,Sooke Rd,V61658,Sooke Rd,2020-09-07 2:46:24 PM,Sooke Rd,48.42775,-123.543114,Full,2020
-123.106499087032,49.797754233281,Cat Lake,0,0.009,Cat Lake,V30791,Cat Lake,2020-08-01 4:27:43 AM,,49.797749,-123.106483,Full,2020
-125.430032991864,54.1494729833253,Endako River - Preastly Hill,0,0.009,Endako River - Preastly Hill,R10302,Endako River - Preastly Hill,2020-05-23 11:31:46 AM,,54.149468,-125.430016,Full,2020
-118.163016801701,50.0704560204213,Watshan Peak,0,0.6,Watshan Peak,N51293,Watshan Peak,2020-08-06 5:43:00 AM,,50.07045,-118.163002,Full,2020
-119.992298958485,51.7306560916507,Spahat,0,0.009,Spahat,K21105,Spahat,2020-08-11 6:44:03 PM,,51.73065,-119.992283,Full,2020
-128.687579042608,54.591336550031,9.5 miles NW Terrace. Kalum FSR ,0,0.2,9.5 miles NW Terrace. Kalum FSR,R50815,9.5 miles NW Terrace. Kalum FSR,2020-07-31 4:45:00 PM,,54.591332,-128.687561,Full,2020
-122.166680938072,54.1104910127315,East of Eaglett Lake,0,0.2,East of Eaglett Lake,G10137,East of Eaglett Lake,2020-04-22 3:30:20 PM,Railway Grassfire Complex East Eaglet Lake,54.110485,-122.166664,Full,2020
-121.680348861764,50.4275724998358,2km South of Laluwissin Creek,0,0.03,2km South of Laluwissin Creek,K70433,2km South of Laluwissin Creek,2020-06-30 6:00:00 AM,,50.427567,-121.680333,Full,2020
-120.990017007753,55.0926727652728,Flathead Creek Road,0,1,Flathead Creek Road,G70311,Flathead Creek Road,2020-05-27 1:53:00 PM,,55.092667,-120.99,Full,2020
-116.119747836252,50.5432231811105,Lake Enid,0,0.009,Lake Enid,N20487,Lake Enid,2020-07-05 2:11:25 PM,Lake Enid,50.543217,-116.119733,Full,2020
-126.123950891645,54.3853220955923,Rose Lake,0,0.205,Rose Lake,R10228,Rose Lake,2020-05-08 8:00:00 PM,,54.385317,-126.123933,Full,2020
-121.559333913783,50.0893040283037,Siwash Creek,0,0.077,Siwash Creek,K71522,Siwash Creek,2020-09-02 10:00:00 AM,,50.089298,-121.559319,Full,2020
-121.301715510708,50.5747558812963,2km South Venables Valley Rd,0,6,2km South Venables Valley Rd,K21871,2km South Venables Valley Rd,2021-03-19 12:30:00 PM,,50.57475,-121.3017,Full,2020
-118.303664647464,49.7757896874362,Young Lake FSR,0,0.64,Young Lake FSR,N61205,Young Lake FSR,2020-08-06 5:12:16 AM,Young Lake,49.775784,-118.30365,Full,2020
-121.266784849368,50.3861905763404,Highway 8 5km North of Spences Bridge,0,0.1,Highway 8 5km North of Spences Bridge,K70215,Highway 8 5km North of Spences Bridge,2020-05-05 5:00:00 PM,Hwy 8  5km,50.386185,-121.266769,Full,2020
-126.753321159239,54.3181205087963,Peacock W FSR,0,0.01,Peacock W FSR,R20420,Peacock W FSR,2020-06-28 2:00:13 PM,,54.318115,-126.753304,Full,2020
-117.821334224239,49.6508889339894,Mt. Flynn,0,0.75,Mt. Flynn,N51071,Mt. Flynn,2020-08-10 8:26:21 AM,Mt Flynn,49.650883,-117.82132,Full,2020
-123.24793253252,48.7786882718386,Harbour Hill Road,0,0.5,Harbour Hill Road,V60876,Harbour Hill Road,2020-08-02 11:25:23 PM,Harbour Hill Fire,48.778683,-123.247917,Full,2020
-125.317132642705,49.8546220731284,Lost Lake ,0,0.1,Lost Lake,V80093,Lost Lake,2020-04-18 1:30:00 AM,,49.854617,-125.317117,Full,2020
-116.63967796191,49.1322046325804,Creston Mountain,0,0.009,Creston Mountain,N70969,Creston Mountain,2020-08-06 8:12:19 PM,Creston Mtn,49.132198,-116.639664,Full,2020
-118.212982151809,51.5858064978615,Goldstream River #2,0,0.009,Goldstream River #2,N41237,Goldstream River #2,2020-08-17 9:23:45 AM,,51.5858,-118.212967,Full,2020
-120.470665408089,50.7207226533496,Mara Hill,,N,3.2,Mara Hill, N of Ord Rd,K20531,Mara Hill, N of Ord Rd,2020-07-14 3:30:07 PM,,50.720717
-121.516884115994,55.844156050934,Half Moon Lake,0,1.2,Half Moon Lake,G70303,Half Moon Lake,2020-05-23 8:44:00 PM,,55.84415,-121.516867,Full,2020
-123.597763144447,48.6140039240246,Wood Mountain,0,0.1,Wood Mountain,V60101,Wood Mountain,2020-04-18 10:30:00 PM,,48.613998,-123.597748,Full,2020
-122.853149184617,50.847789040789,1km Gun Lake Rd,0,0.009,1km Gun Lake Rd,K70599,1km Gun Lake Rd,2020-05-01,1km on Gun Lake Rd,50.847783,-122.853133,Full,2020
-119.91848192729,50.5407227126129,Goosehill FSR ,0,0.009,Goosehill FSR,K40765,Goosehill FSR,2020-07-31 7:39:27 PM,,50.540717,-119.918467,Full,2020
-117.084227780055,49.6395060161064,Bradley Creek,0,0.04,Bradley Creek,N71299,Bradley Creek,2020-08-17 7:32:11 PM,Bradley Creek,49.6395,-117.084213,Full,2020
-120.444648621007,49.7224562391152,Jura ,0,0.7,Jura,K60944,Jura,2020-07-31 1:47:56 PM,Jura 23.5,49.72245,-120.444633,Full,2020
-121.650665530271,50.4397891334182,Laluwissin Creek,0,10,Laluwissin Creek,K71220,Laluwissin Creek,2020-08-16 10:00:00 PM,,50.439783,-121.65065,Full,2020
-117.684066168144,50.3125560092848,Raven Creek East,0,0.02,Raven Creek East,N51316,Raven Creek East,2020-08-18 6:40:36 PM,,50.31255,-117.684051,Full,2020
-122.609230452163,50.3072872143725,Lillooet Lake Road Bridge #1,0,1.8,Lillooet Lake Road Bridge #1,V30030,Lillooet Lake Road Bridge #1,2020-04-08 2:11:00 PM,Lilloet Lake,50.307282,-122.609215,Full,2020
-120.618995484785,49.4778730069324,12km Coalmont Road,0,0.009,12km Coalmont Road,K60365,12km Coalmont Road,2020-06-11 1:58:31 PM,,49.477867,-120.61898,Full,2020
-115.752264859353,49.4155414484438,13km Hogg Creek FSR,0,0.4,13km Hogg Creek FSR,N11830,13km Hogg Creek FSR,2020-10-03 3:00:24 AM,,49.415535,-115.752251,Full,2020
-120.695648133474,49.9719221231431,Harmon Lake,0,0.009,Harmon Lake,K60282,Harmon Lake,2020-05-16 6:15:00 PM,,49.971916,-120.695633,Full,2020
-115.618246861528,49.5268581713923,Rampart Flats,0,0.009,Rampart Flats,N10218,Rampart Flats,2020-05-05 5:00:48 PM,,49.526852,-115.618233,Full,2020
-118.587013160902,51.0498414251866,Crazy creek #2,0,8,Crazy creek #2,K41325,Crazy creek #2,2020-08-01 12:31:49 AM,,51.049835,-118.586998,Modified,2020
-126.525904174342,54.4408393420076,Houston Landfill,0,0.5,Houston Landfill,R20272,Houston Landfill,2020-05-15 11:30:00 AM,,54.440834,-126.525886,Full,2020
-127.67853793075,54.1637701813367,Shea Creek ,0,0.009,Shea Creek,R20792,Shea Creek,2020-07-31 4:09:00 PM,,54.163765,-127.67852,Full,2020
-123.927715343843,48.4140887773885,Begg Creek,0,1.7,Begg Creek,V61184,Begg Creek,2020-08-16 10:18:19 PM,Begg Creek,48.414083,-123.9277,Full,2020
-117.597067930163,49.0712062230029,Beaver Cr,0,1.8,Beaver Cr,N50050,Beaver Cr,2020-04-12 4:00:00 PM,Beaver Cr.,49.0712,-117.597054,Full,2020
-123.325562038427,50.2047557245792,Ring Mountain,0,11.9,Ring Mountain,V31203,Ring Mountain,2020-08-16 11:01:20 PM,Ring Mountain,50.20475,-123.325546,Full,2020
-124.579430081476,49.3132073401281,Ashling Road,0,0.009,Ashling Road,V70107,Ashling Road,2020-04-19,,49.313202,-124.579414,Full,2020
-123.128482908082,51.9457390493028,Hanceville,0,13.2,Hanceville,C50010,Hanceville,2020-04-06 3:58:46 PM,,51.945733,-123.128467,Full,2020
-121.542248701263,50.0552731284862,**Duplicate of V10355**,0,0,**Duplicate of V10355**,K70350,**Duplicate of V10355**,2020-06-09 8:30:04 PM,,50.055267,-121.542233,Full,2020
