X,Y,Name,WILDFIRE_YEAR,INCIDENT_NUMBER_LABEL,IGNITION_DATE,FIRE_SIZE_HA,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE
-115.367,49.355733,N10402,2019,N10402,2019/05/29 17:00:52,0.1,Baynes Lake,49.35573333,-115.367
-123.00325,54.04905,G10239,2019,G10239,2019/05/11 22:27:13,0.2,17225 Woods Rd,54.04905,-123.00325
-118.962967,49.36745,N60462,2019,N60462,2019/05/30 14:42:21,0.1,Hoodoo Lake,49.36745,-118.96296667
-119.471083,49.545767,K51681,2019,K51681,2019/09/04 12:32:00,10,Kerr Creek,49.54576667,-119.47108333
-115.837083,49.612883,N10162,2019,N10162,2019/05/02 18:00:00,1,Mission-Wycliffe Rd,49.61288333,-115.83708333
-123.895983,50.0459,V50726,2019,V50726,2019/06/25 21:49:50,0.009,Jervis Inlet,50.0459,-123.89598333
-120.381767,50.749517,K21553,2019,K21553,2019/08/28 17:29:48,0.68,Long Lake Road,50.74951667,-120.38176667
-121.589733,51.537617,C40589,2019,C40589,2019/06/13 11:40:10,2.1,3 Miles E of Gustafsen Lake,51.53761667,-121.58973333
-120.84155,50.1514,K60158,2019,K60158,2019/05/02 10:00:00,1.5,Highway 8/97C,50.1514,-120.84155
-120.458466,50.200234,K60023,2019,K60023,2019/04/04 13:20:03,2.7,Douglas Lake Rd,50.2002335,-120.4584656
-120.4835,49.564183,K60057,2019,K60057,2019/04/15 12:00:00,9.1,Hembrie Mtn,49.56418333,-120.4835
-121.3669,53.817017,G11409,2019,G11409,2019/08/11 16:35:00,0.009,Penny,53.81701667,-121.3669
-120.404633,49.6114,K60416,2019,K60416,2019/05/30 13:16:04,0.009,Corkscrew Rd,49.6114,-120.40463333
-120.709833,50.70745,K21696,2019,K21696,2019/09/04 15:00:00,0.15,Brussels Lake,50.70745,-120.70983333
-114.869517,49.9949,N10383,2019,N10383,2019/05/24 09:31:00,0.05,Fording River,49.9949,-114.86951667
-120.722233,49.832317,K61709,2019,K61709,2019/09/03 16:55:00,0.24,Boss-Davis,49.83231667,-120.72223333
-119.455033,49.779933,K51753,2019,K51753,2019/09/08 17:02:13,0.009,Gillard Creek FSR,49.77993333,-119.45503333
-121.427017,58.19365,G80276,2019,G80276,2019/05/11 14:47:56,0.5,,58.19365,-121.42701667
-123.170267,50.033717,V30746,2019,V30746,2019/06/26 17:34:05,0.009,Brandywine Mtn,50.03371667,-123.17026667
-117.678833,49.211833,N50889,2019,N50889,2019/06/13 18:19:00,0.01,Champion Creek,49.21183333,-117.67883333
-122.689983,50.260267,V31666,2019,V31666,2019/09/03 14:29:28,0.009,Mount Currie Mountain,50.26026667,-122.68998333
-116.345833,50.84915,N20478,2019,N20478,2019/06/04 05:45:00,0.009,Brisco Road,50.84915,-116.34583333
-116.065933,49.41135,N11317,2019,N11317,2019/08/08 14:00:57,0.3,Weaver Creek,49.41135,-116.06593333
-121.40255,49.582967,V11109,2019,V11109,2019/07/27 12:20:00,0.009,North of Yale,49.58296667,-121.40255
-122.366617,53.06615,C10064,2019,C10064,2019/04/16 20:20:40,0.2,Near End of Matthews Rd,53.06615,-122.36661667
-121.16215,50.762883,K20034,2019,K20034,2019/04/08 12:47:06,1.5,4 km NW of Separating Lake,50.76288333,-121.16215
-123.247017,53.954083,G10368,2019,G10368,2019/05/26 14:30:00,0.009,Isle Pierre Rd,53.95408333,-123.24701667
-120.924417,51.71865,C40654,2019,C40654,2019/06/17 19:07:39,4.27,Drewry Lake,51.71865,-120.92441667
-116.076833,50.5392,N20451,2019,N20451,2019/06/01 21:00:26,0.005,Wilmer Lake,50.5392,-116.07683333
-129.056933,56.066867,R50792,2019,R50792,2019/06/29 15:00:00,0.009,E of Transmission Line off Camp FSR 1,56.06686667,-129.05693333
-121.102867,53.7141,G10474,2019,G10474,2019/06/02 08:00:00,0.009,Dome Dinner,53.7141,-121.10286667
-118.852267,50.405217,K40438,2019,K40438,2019/05/31 15:58:39,2.1,Bobby Burns Road,50.4052167,-118.8522667
-121.44265,56.213667,G81791,2019,G81791,2019/09/30 19:00:00,0.2,Near Hudson Hope,56.21366667,-121.44265
-120.933917,49.9805,K60153,2019,K60153,2019/05/01 15:40:00,1.3,Patchett Rd,49.9805,-120.93391667
-119.728367,49.686867,K51768,2019,K51768,2019/09/12 18:00:00,0.009,Okanagan South Entrance,49.68686667,-119.72836667
-123.238833,49.410767,V30699,2019,V30699,2019/06/23 00:30:00,4.5,Strip Creek,49.41076667,-123.23883333
-117.270383,49.61865,N70573,2019,N70573,2019/06/12 10:50:19,0.01,Duhamel Creek,49.61865,-117.27038333
-130.718704,56.705715,R90913,2019,R90913,2019/07/07 02:18:56,7,Molymount Creek 1,56.7057152,-130.7187042
-115.632667,49.242833,N11171,2019,N11171,2019/07/30 05:10:11,35,South Teepee,49.24283333,-115.63266667
-125.5962,51.102017,V91772,2019,V91772,2019/09/16 11:09:39,0.009,Knight Inlet,51.10201667,-125.5962
-121.400333,50.907983,K20887,2019,K20887,2019/07/07 13:40:00,0.3,16 Mile,50.90798333,-121.40033333
-120.149467,50.787033,K21760,2019,K21760,2019/09/09 12:00:00,0.009,Charles Lee Creek,50.78703333,-120.14946667
-116.817917,49.86565,N71697,2019,N71697,2019/08/02 21:44:44,4.7,Bernard Creek,49.86565,-116.81791667
-128.784667,54.8575,R50400,2019,R50400,2019/05/29 15:01:00,0.15,Egan Rd,54.8575,-128.78466667
-122.2665,54.980667,G11282,2019,G11282,2019/08/05 22:55:38,0.009,Anzec River,54.98066667,-122.2665
-118.52345,52.141717,N41323,2019,N41323,2019/08/07 20:21:26,0.03,Encampment Creek,52.14171667,-118.52345
-115.2215,49.083167,N11540,2019,N11540,2019/08/26 16:00:35,0.01,Koocanusa,49.08316667,-115.2215
-120.13375,58.34025,G90283,2019,G90283,2019/05/11 17:35:31,28.2,Hay River,58.34025,-120.13375
-117.84375,49.315633,N50592,2019,N50592,2019/06/08 01:50:26,0.07,Gem Hill,49.31563333,-117.84375
-120.7509,56.389583,G80394,2019,G80394,2019/05/28 21:00:07,0.9,Ft St John,56.38958333,-120.7509
-127.676483,59.462783,G90969,2019,G90969,2019/07/07 12:00:29,12.9,Red River,59.46278333,-127.67648333
-119.336883,50.18735,K41494,2019,K41494,2019/08/22 15:16:39,0.3,Bailey Road,50.18735,-119.33688333
-124.371452,56.412102,G60242,2019,G60242,2018/11/20 14:16:36,4.06,4 km S or Collins Ck.,56.4121017,-124.3714523
-125.52995,57.790617,G60431,2019,G60431,2019/05/31 19:48:00,20,22 Miles N of Ft Ware - Monitor only,57.79061667,-125.52995
-127.484283,53.98875,R20731,2019,R20731,2019/06/26 14:00:00,0.009,Red Slide Mtn,53.98875,-127.48428333
-117.669483,49.213783,N50574,2019,N50574,2019/06/13 18:20:36,0.2,Champion Creek,49.21378333,-117.66948333
-123.055517,50.08165,V30948,2019,V30948,2019/07/13 20:42:55,0.009,Whistler Train Wreck,50.08165,-123.05551667
-119.375,49.0705,K51039,2019,K51039,2019/07/22 16:00:01,0.009,N side of Anarchist Mt,49.0705,-119.375
-121.403083,54.003733,G11173,2019,G11173,2019/07/23 15:31:27,0.009,Torpy River,54.00373333,-121.40308333
-127.719633,55.1799,R40273,2019,R40273,2019/05/13 14:00:00,0.1,1km S of Comeau Rd,55.1799,-127.71963333
-120.518733,51.470167,C40408,2019,C40408,2019/05/30 13:12:03,1.3,Lac Des Roche,51.47016667,-120.51873333
-125.938167,50.639283,V80874,2019,V80874,2019/07/06 09:54:06,0.25,Head of Call Inlet,50.63928333,-125.93816667
-119.0618,49.248917,N61764,2019,N61764,2019/09/07 18:07:56,0.13,Nelse Creek,49.24891667,-119.0618
-122.4884,53.015583,C10051,2019,C10051,2019/04/12 17:40:52,0.009,Start of Hwy 26/97 Junction,53.0155833,-122.4884
-121.23935,50.363183,K60030,2019,K60030,2019/04/07 18:05:50,0.43,Spences Bridge,50.36318333,-121.23935
-126.82495,54.469217,R20369,2019,R20369,2019/05/26 16:04:21,0.009,Morice Telkwa FSR,54.46921667,-126.82495
-120.983717,56.7365,G80107,2019,G80107,2019/04/24 15:50:00,0.009,FORT ST JOHN,56.7365,-120.98371667
-128.075233,59.867067,R90999,2019,R90999,2019/07/20 16:39:44,0.1,Hyland SE Road,59.86706667,-128.07523333
-126.523633,50.8502,V90879,2019,V90879,2019/07/05 00:00:00,0.1,Wishart Penninsula,50.8502,-126.52363333
-119.791667,50.437383,K41281,2019,K41281,2019/07/23 17:46:38,0.009,Douglas Lake Ranch,50.43738333,-119.79166667
-126.16415,54.406517,R10095,2019,R10095,2019/04/22 16:00:00,2.45,Forestdale Canyon & Rose Lake Cutoff Rds, Broman L,54.40651667
-123.038983,54.0994,G10163,2019,G10163,2019/05/02 21:00:00,0.009,Chief Lake,54.0994,-123.03898333
-121.50585,50.458383,K71703,2019,K71703,2019/09/04 18:32:55,0.5,Murray Creek,50.45838333,-121.50585
-127.073267,52.607,VA0920,2019,VA0920,2019/07/10 13:00:00,30,Nusash Creek - Modified Response,52.607,-127.07326667
-120.823217,50.85745,K20412,2019,K20412,2019/05/30 10:34:41,0.06,Eagle Hill,50.85745,-120.82321667
-118.373783,49.043,N60856,2019,N60856,2019/07/02 21:42:02,0.009,Dan O'rea Creek,49.043,-118.37378333
-115.7299,49.88905,N21308,2019,N21308,2019/08/07 21:20:19,0.37,South of Farstad Way,49.88905,-115.7299
-121.290848,58.211617,G80266,2019,G80266,2019/05/11 14:50:58,0.2,south of the Fontas River,58.2116165,-121.2908478
-121.11505,50.269833,K60021,2019,K60021,2019/04/03 14:40:27,0.009,Hwy 8 - Dot Ranch,50.26983333,-121.11505
-120.406217,50.716617,K21738,2019,K21738,2019/09/07 19:20:00,0.9,Tranquille Creek,50.71661667,-120.40621667
-120.839531,50.141651,K60081,2019,K60081,2019/04/20 15:35:05,6,Highway 8/97C,50.1416512,-120.8395309
-121.4192,49.6652,V11424,2019,V11424,2019/08/17 08:00:00,0.01,Spuzzum Creek,49.6652,-121.4192
-122.914983,59.2818,G91028,2019,G91028,2019/07/21 18:39:26,0.009,Nelson River,59.2818,-122.91498333
-124.651733,49.39135,V70652,2019,V70652,2019/06/17 20:00:36,0.009,Cochrane Rd,49.39135,-124.65173333
-124.2755,48.821617,V61379,2019,V61379,2019/08/11 19:00:00,0.009,10km up Gordon River Mainline AL22 Spur Rd.,48.82161667,-124.2755
-123.573617,52.933983,C10205,2019,C10205,2019/05/09 14:50:13,5,Marmot Lake,52.9339833,-123.5736167
-121.834933,49.4851,V11752,2019,V11752,2019/09/08 14:55:00,0.009,Long Island, Harrison Lake,49.4851
-116.6395,49.1725,N71343,2019,N71343,2019/08/10 14:24:27,0.009,Topaz Creek,49.1725,-116.6395
-120.886033,51.5747,C40192,2019,C40192,2019/05/08 14:27:00,2,Deka Lake,51.5747,-120.8860333
-122.015067,52.1029,C21824,2019,C21824,2019/10/22 17:00:14,0.09,Sugar Cane Indian Reserve,52.1029,-122.01506667
-122.030967,51.291617,C40723,2019,C40723,2019/06/25 15:54:00,0.009,Poison Lake,51.29161667,-122.03096667
-121.265217,50.814583,K21670,2019,K21670,2019/09/03 20:00:00,0.009,Back Valley,50.81458333,-121.26521667
-128.521912,54.260982,R50878,2019,R50878,2019/07/04 23:02:00,0.009,Kitimat (Hwy 37) near Orange Bridge,54.2609825,-128.5219116
-119.616617,49.481383,K50669,2019,K50669,2019/06/18 21:46:18,9,Green Mountain Rd,49.4813833,-119.6166167
-122.487183,54.020634,G10890,2019,G10890,2019/07/07 15:04:47,0.009,15 km down Upper Fraser Rd,54.0206337,-122.4871826
-127.2229,54.884617,R30766,2019,R30766,2019/06/27 13:00:00,0.009,Yelich Rd,54.88461667,-127.2229
-126.749583,55.668433,R30325,2019,R30325,2019/05/21 14:00:00,0.17,480 Road Nilkitkwa River,55.66843333,-126.74958333
-122.491615,52.872952,C10027,2019,C10027,2019/04/05 11:10:10,0.2,100m W Bovet Brooke,52.8729515,-122.4916153
-127.280017,55.02065,R30895,2019,R30895,2019/07/07 19:00:00,0.009,Duckwing Lake,55.02065,-127.28001667
-120.138433,52.21125,K20537,2019,K20537,2019/06/12 19:14:09,0.009,E Clearwater Valley Road,52.21125,-120.1384333
-123.597667,48.796083,V60208,2019,V60208,2019/05/09 18:55:37,0.01,Stoney Hill,48.79608333,-123.59766667
-115.605783,49.919867,N21572,2019,N21572,2019/08/31 17:10:13,0.5,East of Premier Lake,49.91986667,-115.60578333
-117.49725,50.038917,N51164,2019,N51164,2019/07/23 11:33:48,0.015,Ruby Ridge,50.03891667,-117.49725
-115.644217,49.34305,N11080,2019,N11080,2019/07/22 23:45:15,0.01,Gold Creek,49.34305,-115.64421667
-120.654817,51.889533,C41077,2019,C41077,2019/07/24 07:27:00,0.009,600 metres North of Mouth Boss Creek,51.88953333,-120.65481667
-117.56665,49.186083,N50593,2019,N50593,2019/06/13 18:26:46,0.1,Hudu FSR,49.18608333,-117.56665
-117.05305,50.34275,N71678,2019,N71678,2019/08/31 18:07:53,0.1,Deception Creek,50.34275,-117.05305
-124.151533,53.371833,C10092,2019,C10092,2019/04/21 14:00:00,4,S of Euchiniko River,53.37183333,-124.15153333
-122.745467,54.035967,G10243,2019,G10243,2019/05/12 11:40:36,0.2,Old Summit Lake Rd,54.03596667,-122.74546667
-124.335967,54.401783,G50329,2019,G50329,2019/05/22 14:34:12,0.009,Link Lake Pit Rd,54.40178333,-124.33596667
-120.103183,49.1242,K51366,2019,K51366,2019/08/10 21:14:29,0.009,Lakeview Creek,49.1242,-120.10318333
-126.140783,54.386217,R10716,2019,R10716,2019/06/24 18:30:00,0.2,Rose Lake Cutoff Rd,54.38621667,-126.14078333
-115.673767,49.637133,N11360,2019,N11360,2019/08/10 00:39:15,0.009,Mission Wasa Low Rd,49.63713333,-115.67376667
-119.4994,49.511983,K51673,2019,K51673,2019/09/04 07:46:03,0.009,Steward Creek,49.51198333,-119.4994
-124.564301,49.936268,V51702,2019,V51702,2019/09/03 21:00:00,0.009,Big Sliammon Lake,49.9362679,-124.5643005
-120.158264,50.684033,K21739,2019,K21739,2019/09/05 18:51:39,0.3,Harper Ranch Rd,50.6840333,-120.1582642
