X,Y,Name,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,Field_1,GEOGRAPHIC_DESCRIPTION,IGNITION_DATE,LATITUDE,LONGITUDE
-115.216647327559,49.343223206276,N10167,0.009,N10167,2017,N10167,Galloway,2017/05/27,49.3432,-115.2166
-115.469564079273,49.3155397703413,N10459,0.009,N10459,2017,N10459,Chipka FSR,2017/06/30,49.3155,-115.4696
-115.461416869525,49.3124911738248,N11972,0.025,N11972,2017,N11972,Gold Creek,2017/08/30,49.3125,-115.4614
-115.394011162674,49.3013407782332,N11069,0.03,N11069,2017,N11069,West of Koocanusa Lake,2017/07/11,49.3013,-115.394
-115.36503076622,49.3436731898605,N10893,0.009,N10893,2017,N10893,Colvali South,2017/07/08,49.3437,-115.365
-115.257197315813,49.2670064916311,N10994,0.009,N10994,2017,N10994,Jackies Point,2017/07/10,49.267,-115.2572
-115.46542997938,49.3014895688146,N12006,0.04,N12006,2017,N12006,Teepee Creek,2017/08/30,49.3015,-115.4654
-115.253514001855,49.2051564883853,N11342,0.009,N11342,2017,N11342,Kikkomun-Newgate Rd,2017/07/25,49.2052,-115.2535
-115.253480699518,49.1639731875736,N10604,0.009,N10604,2017,N10604,Englishman Creek Rec Site,2017/07/05,49.164,-115.2535
-115.36668267656,49.000006461472,N11844,1285.4,N11844,2017,N11844,Linklater Creek,2017/08/28,49,-115.3667
-115.421130750027,49.2524564758204,N11785,0,N11785,2017,N11785,Plumbob Mountain,2017/08/18,49.2525,-115.4211
-115.387960993457,49.0310046665213,N11663,0.3,N11663,2017,N11663,Mt Fitzpatrick,2017/08/09,49.031,-115.3879
-115.42084369757,49.036772459395,N11642,0.3,N11642,2017,N11642,Mt Fitzpatrick,2017/08/08,49.0368,-115.4208
-115.446348811525,49.0922572551058,N11643,1.5,N11643,2017,N11643,West of Bloom Creek,2017/08/09,49.0923,-115.4463
-115.540915125169,49.0309397476415,N11347,39,N11347,2017,N11347,Ward-Bloom,2017/07/25,49.0309,-115.5409
-115.61553067259,49.1914889504033,N11644,0.14,N11644,2017,N11644,West of Cherry Lake,2017/08/07,49.1915,-115.6155
-115.712980953403,49.0457560242648,N11887,0.3,N11887,2017,N11887,Yahk Main,2017/08/24,49.0457,-115.713
-115.674180812847,49.3023397523034,N10915,0,N10915,2017,N10915,Lodgepole River Road,2017/07/09,49.3023,-115.6742
-115.502147392632,49.3276397739206,N10940,0.009,N10940,2017,N10940,27K on the Gold Creek,2017/07/09,49.3276,-115.5021
-115.798033546827,49.3239581336126,N11603,0.025,N11603,2017,N11603,Barkshanty FSR,2017/08/07,49.324,-115.798
-115.798697238753,49.3248393401537,N11659,0.16,N11659,2017,N11659,Barkshanty Creek,2017/08/09,49.3248,-115.7987
-115.725180874643,49.5028064537381,N12277,0.009,N12277,2017,N12277,Baker Mountain Road,2017/10/21,49.5028,-115.7252
-115.783064650955,49.3673388383399,N11608,4,N11608,2017,N11608,Moyie Mountain,2017/08/07,49.3673,-115.7831
-115.538100049162,49.5535571823976,N11163,0.3,N11163,2017,N11163,FAF,2017/07/17,49.5536,-115.5381
-115.483780838969,49.5350064878211,N10494,0.009,N10494,2017,N10494,Picture Valley,2017/07/01,49.535,-115.4838
-115.521261960366,49.6209399876917,N11641,0.009,N11641,2017,N11641,Moss Creek,2017/08/08,49.6209,-115.5212
-115.241014107123,49.6358398227661,N10569,0.009,N10569,2017,N10569,Bull River FSF,2017/07/03,49.6358,-115.241
-115.576514066829,49.5600230793139,N11630,0.9,N11630,2017,N11630,Fenwick Road,2017/08/07,49.56,-115.5765
-115.700667201535,49.6220728693873,N11999,398,N11999,2017,N11999,St. Mary's River,2017/09/01,49.6221,-115.7007
-115.749297012896,49.6011569614024,N10508,4.1,N10508,2017,N10508,East of St Mary River,2017/07/01,49.6012,-115.7493
-115.742514512823,49.6284396683837,N10304,0.95,N10304,2017,N10304,St. Mary's Reserve,2017/06/08,49.6284,-115.7425
-115.46418100836,50.181706531292,N20694,0.009,N20694,2017,N20694,Moscow Creek,2017/07/07,50.1817,-115.4642
-115.44888201453,50.2274082340343,N21350,0.16,N21350,2017,N21350,White River,2017/07/23,50.2274,-115.4489
-115.305947575712,50.1728732459784,N20529,0.009,N20529,2017,N20529,White River,2017/07/02,50.1729,-115.3059
-115.347098293913,50.2129734433452,N21628,26399,N21628,2017,N21628,White River- Modified Response,2017/08/07,50.213,-115.3471
-115.266745484991,50.2435062600866,N21622,0.01,N21622,2017,N21622,N White River,2017/08/07,50.2435,-115.2667
-115.244933059267,50.1685398563344,N21349,2.9,N21349,2017,N21349,Barr Creek,2017/07/23,50.1685,-115.2449
-115.608531029013,50.1832898167426,N20493,0.009,N20493,2017,N20493,Lussier River Rd.,2017/07/01,50.1833,-115.6085
-115.439864078169,50.1251247307014,N21371,0.01,N21371,2017,N21371,Malvin Peak,2017/07/23,50.1251,-115.4398
-115.508764286541,50.0686232206937,N20932,0.009,N20932,2017,N20932,29.5km Lussier FSR,2017/07/09,50.0686,-115.5088
-115.653181956179,49.8558909888354,N21576,0.09,N21576,2017,N21576,Wolf Creek,2017/08/05,49.8559,-115.6532
-115.631430546339,49.8164889918515,N10117,0.009,N10117,2017,N10117,Lazy Lake Rd,2017/05/19,49.8165,-115.6314
-115.732930952348,49.7868731797989,N10080,0.009,N10080,2017,N10080,Wolf Creek Road,2017/05/05,49.7869,-115.7329
-115.729564256182,49.8016897798435,N10107,0.009,N10107,2017,N10107,Wolf Creek FSR,2017/05/14,49.8017,-115.7296
-115.733247558461,49.8187397770391,N12265,0.009,N12265,2017,N12265,Wolf Creek Road,2017/10/15,49.8187,-115.7332
-115.311278161066,49.7475879182288,N12175,0.009,N12175,2017,N12175,Galbraith Creek,2017/08/14,49.7476,-115.3113
-115.168697442189,49.7747898372521,N12184,0.009,N12184,2017,N12184,40 Miles Bull Camp,2017/09/23,49.7748,-115.1687
-115.155127323168,49.7172077353619,N12126,0.7,N12126,2017,N12126,Bull River,2017/08/08,49.7172,-115.1551
-115.319014389379,49.8714740261836,N11664,11763.7,N11664,2017,N11664,Quinn Creek,2017/08/08,49.8715,-115.319
-115.638678404426,49.6846224774217,N10244,0.002,N10244,2017,N10244,Lakit Lake,2017/06/03,49.6846,-115.6387
-115.180411119723,49.7106388322344,N10382,34.14,N10382,2017,N10382,Bull River,2017/06/08,49.7106,-115.1804
-115.776380888062,49.4812731472379,N10273,0,N10273,2017,N10273,Peavine Creek,2017/06/07,49.4813,-115.7764
-115.916533319982,49.51797363785,N11928,0.52,N11928,2017,N11928,Booth Creek,2017/08/28,49.518,-115.9165
-115.850065993593,49.4893557398375,N10914,0.063,N10914,2017,N10914,3 km W of Jim Smith Lake,2017/07/08,49.4893,-115.8501
-115.878348152394,49.3166567282584,N11927,2215,N11927,2017,N11927,Lamb Creek,2017/08/07,49.3167,-115.8783
-115.842863825814,49.233656629967,N11602,0.009,N11602,2017,N11602,Sunrise Creek,2017/08/07,49.2337,-115.8428
-115.743483257444,49.016939821291,N72020,0.009,N72020,2017,N72020,Hart Creek,2016/02/16,49.0169,-115.7435
-115.922583322671,49.1217066108065,N71039,0.009,N71039,2017,N71039,Cold Creek FSR,2017/01/01,49.1217,-115.9226
-115.776717060339,49.797373468619,N10106,0.3,N10106,2017,N10106,North of Ta Ta Creek,2017/05/13,49.7974,-115.7767
-115.832213271461,49.7673747660022,N10431,0.1,N10431,2017,N10431,Lost Dog Creek,2017/06/26,49.7674,-115.8322
-116.00924760243,49.7394897389864,N12011,0,N12011,2017,N12011,Northwest of Kimberley,2017/09/01,49.7395,-116.0092
-115.994564316711,49.8088731518787,N10987,0,N10987,2017,N10987,Ta Ta Creek,2017/07/10,49.8089,-115.9946
-115.945212302489,49.8115412569254,N11009,0.04,N11009,2017,N11009,15 km on Lost Dog Main,2017/07/10,49.8115,-115.9452
-115.833314397641,50.255973193942,N22327,1,N22327,2017,N22327,Lansdowne Cr,2017/12/04,50.256,-115.8333
-115.720496166879,50.2028568008545,N20576,0.009,N20576,2017,N20576,9.5Km Kootenay FSR,2017/07/01,50.2029,-115.7205
-115.666716563305,50.2502582115734,N21028,0.1,N21028,2017,N21028,9 Mile Creek,2017/07/10,50.2503,-115.6667
-115.656027767005,50.2716892163356,N20514,0.02,N20514,2017,N20514,Gibraltar Lookout,2017/07/01,50.2717,-115.656
-115.906615310399,50.2341067900625,N21013,0.009,N21013,2017,N21013,South of Spur Lake,2017/07/10,50.2341,-115.9066
-115.806647669889,50.1638564917173,N20243,0.04,N20243,2017,N20243,Kootenay FSR,2017/06/03,50.1639,-115.8066
-115.883498180101,50.171591487915,N20235,0.83,N20235,2017,N20235,Findlay Creek,2017/06/01,50.1716,-115.8835
-115.678114839291,50.150088104596,N20520,0.01,N20520,2017,N20520,Kootenay Bypass,2017/07/01,50.1501,-115.6781
-115.663664835036,50.1529567101947,N20587,4.4,N20587,2017,N20587,Mount Glen,2017/07/01,50.153,-115.6637
-115.964934388413,50.1396243742129,N20240,0.2,N20240,2017,N20240,Findlay Creek,2017/06/01,50.1396,-115.9649
-115.959497687058,50.132989774845,N20593,0.009,N20593,2017,N20593,15 km Lavington Forest Service Road,2017/07/04,50.133,-115.9595
-115.887564678465,50.1283900843755,N20297,0.009,N20297,2017,N20297,Findlay Falls,2017/06/08,50.1284,-115.8876
-115.689215626598,50.1207225007278,N21341,0.01,N21341,2017,N21341,Mount Grainger,2017/07/23,50.1207,-115.6892
-115.794684454319,50.1039225946763,N20470,0.01,N20470,2017,N20470,River Bend Ranch,2017/06/30,50.1039,-115.7947
-115.812064151497,50.1186892865081,N21322,0.009,N21322,2017,N21322,Findlay Creek,2017/07/23,50.1187,-115.812
-115.814963362271,50.1260401898618,N20162,0.02,N20162,2017,N20162,Findlay FSR,2017/05/26,50.126,-115.8149
-115.873331039278,50.0050731783817,N20405,0.009,N20405,2017,N20405,30km up Skookumchuck Buhl FSR,2017/06/26,50.0051,-115.8733
-115.985481085194,50.1143397710645,N22181,0.009,N22181,2017,N22181,Lavington Flats Rec Site,2017/09/23,50.1143,-115.9855
-115.752867615512,50.0164897924158,N21451,1032.5,N21451,2017,N21451,Island Pond,2017/07/30,50.0165,-115.7529
-115.748000095673,49.9359728878666,N20110,0.009,N20110,2017,N20110,Hwy 2 km N of Skookumchuk,2017/05/16,49.936,-115.748
-115.745367899404,49.9721896891028,N21029,1,N21029,2017,N21029,Johnson FSR,2017/07/10,49.9722,-115.7454
-115.738615891973,49.9049403832657,N22223,0.01,N22223,2017,N22223,South Skookumchuck Road,2017/10/02,49.9049,-115.7386
-115.759283969679,49.8218562742567,N10433,0.045,N10433,2017,N10433,Kootenay River,2017/06/27,49.8218,-115.7593
-115.942694634656,49.9560229603413,N20982,0.009,N20982,2017,N20982,Mount McMillan,2017/07/01,49.956,-115.9427
-116.047080973476,49.6316564323365,N11918,0.009,N11918,2017,N11918,Matthew Creek,2017/08/27,49.6317,-116.0471
-115.889296445142,49.6466242489169,N10496,0.01,N10496,2017,N10496,Lone Pine Butte,2017/07/01,49.6466,-115.8893
-115.855849125948,49.6031748500205,N11098,0.009,N11098,2017,N11098,Mission Creek Rd.,2017/07/14,49.6032,-115.8558
-116.068530971847,49.630123128727,N10844,0.01,N10844,2017,N10844,Bootleg FSR, 300 m up the road,2017/07/08,49.6301
-115.955832342134,49.5546061359223,N10446,0.25,N10446,2017,N10446,Perry Creek,2017/06/28,49.5546,-115.9558
-115.908247741645,49.2262560181132,N11416,0.01,N11416,2017,N11416,3.5 Km South of Moyie Lake,2017/07/29,49.2262,-115.9082
-115.906348062757,49.2923075223056,N11604,0.009,N11604,2017,N11604,Lamb Creek,2017/08/07,49.2923,-115.9063
-116.094084520375,48.9983240831897,N71936,0.7,N71936,2017,N71936,Canuck Creek,2017/08/12,48.9983,-116.0941
-116.067534296379,49.3230235043452,N11057,0.8,N11057,2017,N11057,Ridgeway FSR,2017/07/06,49.323,-116.0675
-116.062094492898,49.3011576051061,N11752,0.2,N11752,2017,N11752,Lewis Creek,2017/08/12,49.3012,-116.0621
-116.186964783838,49.1502061798114,N71627,0.2,N71627,2017,N71627,Hazel Creek,2017/07/20,49.1502,-116.187
-116.246512302686,49.2110391762261,N71298,1.14,N71298,2017,N71298,Spider Creek,2017/07/21,49.211,-116.2465
-116.241278490385,49.1513391803189,N72271,2.63,N72271,2017,N72271,Hahn Road,2017/10/17,49.1513,-116.2413
-116.296851021352,49.2419229765015,N71191,3.6,N71191,2017,N71191,Leadville FSR,2017/07/19,49.2419,-116.2968
-116.424513726269,49.1653581584575,N71142,0.015,N71142,2017,N71142,Iron Range FSR,2017/07/16,49.1654,-116.4245
-116.395880567412,49.35895787687,N71685,1.8,N71685,2017,N71685,Kianuko Creek,2017/08/12,49.359,-116.3959
-116.37401475118,49.2821069760666,N71291,0.02,N71291,2017,N71291,Goat River 14500 FSR,2017/07/18,49.2821,-116.374
-116.380217488971,49.4275728776336,N71981,20,N71981,2017,N71981,Kuttat Creek,2017/08/30,49.4276,-116.3802
-116.101331158408,50.2553731699135,N22179,0.009,N22179,2017,N22179,Dutch South,2017/09/23,50.2554,-116.1013
-116.25167756639,49.8299243203998,N11676,322,N11676,2017,N11676,White Creek- Monitor,2017/08/10,49.8299,-116.2517
-116.660681876681,49.9213396845837,N71445,40,N71445,2017,N71445,Campbell Creek - Modified Response,2017/07/10,49.9213,-116.6607
-116.177878295079,49.6143214130509,N12247,6.3,N12247,2017,N12247,St. Mary Lake Road,2017/10/06,49.6143,-116.1779
-116.781394011699,49.5875230469358,N71478,0.001,N71478,2017,N71478,Smith Road.,2017/04/15,49.5875,-116.7814
-116.782645287088,49.506022037257,N71329,1.5,N71329,2017,N71329,Lockhart Creek,2017/07/24,49.506,-116.7826
-116.655447901234,49.2928911393021,N70961,0.009,N70961,2017,N70961,Sirdar,2017/07/10,49.2929,-116.6554
-116.647547598872,49.2676230375861,N72168,0.009,N72168,2017,N72168,Jock Creek,2017/09/20,49.2676,-116.6475
-116.744467705213,49.2284914276688,N71898,0.05,N71898,2017,N71898,Steeple Mountain,2017/08/12,49.2285,-116.7445
-116.479897511341,49.0652230478196,N71407,0.009,N71407,2017,N71407,Canyon Lister,2017/07/28,49.0652,-116.4799
-116.535567143483,49.1389223454274,N70607,0.6,N70607,2017,N70607,Crusher Road,2017/07/05,49.1389,-116.5356
-116.5327824495,49.1705385432707,N70186,0.75,N70186,2017,N70186,Wynndel Creek,2017/03/13,49.1705,-116.5328
-116.720514284752,49.1701230245826,N71015,0,N71015,2017,N71015,Topaz,2017/07/11,49.1701,-116.7205
-116.973898970797,49.6699243344798,N70394,0.08,N70394,2017,N70394,Leake Creek,2017/06/26,49.6699,-116.9739
-117.17151559896,49.6231561015945,N71691,80,N71691,2017,N71691,Morley Creek,2017/08/12,49.6231,-117.1715
-117.173514499547,49.6251730035814,N71696,0.09,N71696,2017,N71696,Kokanee Creek,2017/08/12,49.6252,-117.1735
-117.150511893524,49.6329561124387,N71051,0.1,N71051,2017,N71051,W. Kokanee Creek,2017/07/10,49.6329,-117.1505
-117.179679089921,49.606672799372,N71531,0.009,N71531,2017,N71531,Sitkum Cr FSR,2017/08/02,49.6067,-117.1797
-116.861167008711,49.5450731318247,N70396,0.009,N70396,2017,N70396,Heather Creek,2017/06/26,49.5451,-116.8612
-117.02873144354,49.5290247148948,N71382,3117,N71382,2017,N71382,Harrop Creek,2017/07/10,49.529,-117.0287
-116.924597691646,49.4433396171411,N71430,0,N71430,2017,N71430,Midge Creek,2017/07/29,49.4433,-116.9246
-116.957816113691,49.1034226985498,N71077,0.009,N71077,2017,N71077,Bayonne Creek,2017/07/10,49.1034,-116.9578
-117.081281016871,49.0278062751664,N72127,0,N72127,2017,N72127,Ripple Mountain,2017/09/13,49.0278,-117.0813
-117.267364359189,49.0417395590884,N51353,0,N51353,2017,N51353,Rosebud Lake,2017/07/25,49.0417,-117.2674
-117.201750767299,49.1428399675171,N50522,0.5,N50522,2017,N50522,Sheep Creek,2017/07/02,49.1428,-117.2017
-117.201747669856,49.1428395679527,N50533,0.4,N50533,2017,N50533,Red Mountain Road,2017/07/02,49.1428,-117.2017
-117.307997697389,49.1370224635193,N51819,0.1,N51819,2017,N51819,Hellroaring Creek,2017/08/18,49.137,-117.308
-117.349814467501,49.0267395482893,N51634,410,N51634,2017,N51634,McCormick Creek,2017/08/08,49.0267,-117.3498
-117.419581113717,49.1269395505482,N51477,0,N51477,2017,N51477,Kelly Creek,2017/07/31,49.1269,-117.4196
-116.922698034381,49.1900240067704,N71694,0.04,N71694,2017,N71694,Glaze Creek,2017/08/12,49.19,-116.9227
-116.964446035256,49.1959215000783,N71695,0.2,N71695,2017,N71695,Wall Mtn,2017/08/12,49.1959,-116.9644
-116.971198060207,49.2400575009976,N71690,0.01,N71690,2017,N71690,Elmo Creek,2017/08/12,49.2401,-116.9712
-116.96298125896,49.2467714023779,N71688,0.16,N71688,2017,N71688,Next Creek,2017/08/12,49.2468,-116.963
-116.999228478389,49.3113237006152,N71689,0.05,N71689,2017,N71689,Cultus Creek 2,2017/08/12,49.3113,-116.9992
-116.99226287158,49.302473601626,N71687,0.18,N71687,2017,N71687,Cultus Creek,2017/08/12,49.3025,-116.9922
-116.789160852958,49.732355657075,N72149,1.6,N72149,2017,N72149,Preacher Creek,2017/09/15,49.7323,-116.7891
-117.030333687718,49.7101579243185,N71942,0.2,N71942,2017,N71942,Coffee Creek,2017/07/20,49.7102,-117.0303
-117.127898446598,49.8586221211275,N71395,1.6,N71395,2017,N71395,Desmund Creek,2017/07/27,49.8586,-117.1279
-117.081961854691,49.9276071380963,N71093,0.9,N71093,2017,N71093,Flint Creek,2017/07/10,49.9276,-117.0819
-117.276198587171,49.8969904149809,N51701,1.9,N51701,2017,N51701,E of Twig Mt.,2017/08/12,49.897,-117.2762
-117.351561790059,49.880354501332,N51702,4.6,N51702,2017,N51702,Mt Aylwin,2017/08/12,49.8803,-117.3515
-117.314879693323,49.8877054053582,N51705,0.14,N51705,2017,N51705,Mt Aylwin #3,2017/08/12,49.8877,-117.3149
-117.313933586865,49.8788896030597,N51704,0.009,N51704,2017,N51704,Mt Aylwin #2,2017/08/12,49.8789,-117.3139
-117.254798117595,49.6458725954188,N70992,0.04,N70992,2017,N70992,Duhamel Creek,2017/07/10,49.6459,-117.2548
-117.218247803079,49.6400395981969,N70926,0.009,N70926,2017,N70926,9 Mile,2017/07/09,49.64,-117.2182
-117.248481200724,49.5946062905587,N70263,0.009,N70263,2017,N70263,6 Mile Lakes,2017/06/05,49.5946,-117.2485
-117.305081198105,49.5293895815757,N71579,0,N71579,2017,N71579,Foster Creek,2017/08/06,49.5294,-117.3051
-117.309714483926,49.5088562811953,N72237,0.1,N72237,2017,N72237,Elephant Mountain,2017/10/03,49.5089,-117.3097
-117.319564481296,49.4743062773651,N70404,0,N70404,2017,N70404,Granite Course,2017/06/26,49.4743,-117.3196
-117.42552870256,49.4851746649112,N71373,0.1,N71373,2017,N71373,Smallwood Creek - Hwy 3A,2017/07/26,49.4852,-117.4255
-117.297164062101,49.4074387734414,N72238,0.04,N72238,2017,N72238,Noman Creek,2017/10/04,49.4074,-117.2971
-117.253531159723,49.429856288529,N70823,0.009,N70823,2017,N70823,Cottonwood Lake,2017/07/08,49.4299,-117.2535
-117.25563116322,49.430189586261,N72275,0.009,N72275,2017,N72275,Cottonwood Lake,2017/10/19,49.4302,-117.2556
-117.268147770752,49.466256281444,N71815,0,N71815,2017,N71815,Mountain Station,2017/08/20,49.4663,-117.2681
-117.282813174787,49.4701066835656,N72257,0.001,N72257,2017,N72257,10 k on Burlington Northern R/R,2017/10/09,49.4701,-117.2828
-117.407263877359,49.4114213624361,N71148,0.01,N71148,2017,N71148,Rover Creek,2017/07/10,49.4114,-117.4072
-117.152144797189,50.4171739571658,N70999,0.014,N70999,2017,N70999,Poplar Creek,2017/07/10,50.4172,-117.1521
-117.20079741211,50.4227243493962,N71320,1400,N71320,2017,N71320,Rapid Creek -Modified Response,2017/07/20,50.4227,-117.2008
-117.115332872084,50.3193727565645,N71390,0.1,N71390,2017,N71390,Mat Creek,2017/07/27,50.3194,-117.1153
-116.997145917982,50.2198892577431,N71001,0.005,N71001,2017,N71001,Cooper Creek,2017/07/10,50.2199,-116.9971
-116.798316148173,50.1253572770693,N71078,4280,N71078,2017,N71078,Winters Creek - Modified Response,2017/07/10,50.1254,-116.7983
-117.219565622202,50.0553575241799,N51700,0.04,N51700,2017,N51700,London Ridge,2017/08/12,50.0554,-117.2196
-117.177664608515,50.0458063300279,N70133,0.1,N70133,2017,N70133,Zincton,2017/05/22,50.0458,-117.1777
-116.95779785756,49.9987896541503,N70487,0,N70487,2017,N70487,Milford Peak,2017/07/01,49.9988,-116.9578
-117.338248535125,50.012873208438,N50419,5.5,N50419,2017,N50419,Mt Carpenter,2017/06/26,50.0129,-117.3382
-116.713881712624,50.3716570020948,N71000,330,N71000,2017,N71000,Glacier Cr - Modified Response,2017/07/01,50.3717,-116.7139
-118.698198272019,50.3241728762024,K41769,0.009,K41769,2017,K41769,Kathy Lake,2017/08/17,50.3242,-118.6982
-117.799132799937,50.3254723740695,N50985,0.01,N50985,2017,N50985,Turner 3,2017/07/10,50.3255,-117.7991
-117.836814410514,50.3060059710828,N52308,0.009,N52308,2017,N52308,MacLeod Creek,2017/10/24,50.306,-117.8368
-117.831428003168,50.3081078739316,N50984,0.01,N50984,2017,N50984,Turner 2,2017/07/10,50.3081,-117.8314
-117.831313613158,50.313021171555,N50979,0.2,N50979,2017,N50979,Turner 1,2017/07/10,50.313,-117.8313
-117.828414408901,50.3400063746224,N50981,0.25,N50981,2017,N50981,Turner 4,2017/07/10,50.34,-117.8284
