X,Y,Name,WILDFIRE_YEAR,INCIDENT_NUMBER_LABEL,IGNITION_DATE,FIRE_SIZE_HA,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE
-120.205098,49.404523,K60635,2019,K60635,2019/06/16 17:22:22,0.009,Nissen Creek,49.40451667,-120.20508333
-122.034516,51.859339,C20533,2019,C20533,2019/06/13 10:01:00,0.009,Cludolicum 9,51.85933333,-122.0345
-123.762497,49.517206,V51864,2019,V51864,2020/03/23 12:00:00,2,Sandy Hook,49.5172005,-123.7624817
-119.955915,50.648506,K21867,2019,K21867,2020/03/27 16:06:34,0.009,Kamloops,50.6485,-119.9559
-115.169814,49.17664,N11847,2019,N11847,2020/03/17 10:12:32,0.3,Elk River Bridge,49.17663333,-115.1698
-126.656618,54.377122,R21806,2019,R21806,2019/09/23 10:30:00,0.1,Lund Subdivision,54.37711667,-126.6566
-125.104883,49.638839,V81870,2019,V81870,2020/03/29 14:00:00,0.001,Comox Lake Mainline,49.63883333,-125.10486667
-115.649931,49.630023,N11868,2019,N11868,2020/03/28 13:35:43,0.009,Cranbrook,49.63001667,-115.64991667
-116.596732,49.087805,N71865,2019,N71865,2020/03/26 14:35:00,0.009,Creston,49.0877991,-116.5967178
-115.675231,49.56314,N11860,2019,N11860,2020/03/22 11:00:00,0.02,Overpass Pasture,49.5631333,-115.6752167
-121.601616,50.266188,K71861,2019,K71861,2020/03/24 12:00:00,0.33,Stein School,50.2661819,-121.6016006
-119.447348,49.073156,K51836,2019,K51836,2019/11/07 11:18:36,80,Mica Creek,49.07315,-119.4473333
-121.573349,50.263624,K71856,2019,K71856,2020/03/19 10:35:20,66,Alkaki Rd,50.2636185,-121.5733337
-115.810581,49.60849,N11866,2019,N11866,2020/03/26 14:50:00,0.45,Wycliffe,49.6084833,-115.8105667
-130.612186,56.761071,R90919,2019,R90919,2019/07/10 00:00:00,0.009,W side of Iskut River 2,56.76106667,-130.61216667
-119.477832,51.033806,K40551,2019,K40551,2019/06/13 17:51:23,0.009,Scotch Creek FSR,51.0338,-119.47781667
-118.438482,50.41109,K40423,2019,K40423,2019/05/30 14:58:00,0.009,Kealy Creek,50.41108333,-118.43846667
-115.743481,49.977806,N20572,2019,N20572,2019/06/13 19:19:11,2.3,Johnson Road,49.9778,-115.7434667
-123.887132,48.416272,V60778,2019,V60778,2019/06/29 09:49:00,0.009,Kirby Creek,48.4162667,-123.8871167
-117.307181,49.124073,N50655,2019,N50655,2019/06/17 16:26:59,0.01,Hellroaring Creek,49.12406667,-117.30716667
-122.026414,52.108473,C20180,2019,C20180,2019/05/05 18:30:00,0.009,Kinglet Road,52.1084671,-122.02639771
-117.413515,49.869956,N50926,2019,N50926,2019/07/10 20:32:49,0.009,Brahms Creek,49.86995,-117.4135
-118.117881,49.573123,N50973,2019,N50973,2019/06/27 19:52:59,0.01,Gladstone,49.57311667,-118.11786667
-119.027531,49.326239,N61093,2019,N61093,2019/07/23 22:08:34,0.009,Boyer Creek,49.32623333,-119.02751667
-120.881532,49.130539,V11190,2019,V11190,2019/08/02 18:00:00,0.009,Allison Pass, Manning Park,49.13053333
-124.018817,53.191106,C10094,2019,C10094,2019/02/21 08:42:11,10,3KM S of Kluskoil Lake,53.1911,-124.0188
-120.621682,49.639173,K61665,2019,K61665,2019/09/03 04:20:55,0.009,SW of Dry Lake,49.63916667,-120.62166667
-125.401416,49.342889,V70755,2019,V70755,2019/06/26 19:29:28,0.009,SW Great Central Lake #2,49.34288333,-125.4014
-119.516381,49.167706,K51162,2019,K51162,2019/07/30 12:30:00,0.009,Area 27 Drive,49.1677,-119.51636667
-123.60975,54.085389,G41479,2019,G41479,2019/08/20 07:10:38,0.2,Lind Rd,54.08538333,-123.60973333
-119.767732,49.922756,K51713,2019,K51713,2019/09/05 19:06:18,0.009,Gorilla FSR,49.92275,-119.76771667
-118.413831,49.055773,N60422,2019,N60422,2019/05/30 16:30:07,0.009,Overton Creek,49.05576667,-118.41381667
-120.497699,51.690939,K20417,2019,K20417,2019/05/30 14:37:03,15.3,Windy Lake,51.69093333,-120.49768333
-118.355148,49.064039,N61172,2019,N61172,2019/07/24 06:26:33,0.06,Mount Morrissey,49.06403333,-118.35513333
-116.850731,49.443873,N70567,2019,N70567,2019/06/13 16:28:00,0.3,Mount Drewry,49.44386667,-116.85071667
-117.273964,49.52654,N71181,2019,N71181,2019/08/02 15:00:34,0.09,Foster Creek,49.52653333,-117.27395
-118.290348,51.038706,N41399,2019,N41399,2019/08/14 11:00:00,0.009,Jordan River,51.0387,-118.29033333
-118.893149,51.125623,K41396,2019,K41396,2019/08/14 03:00:00,0.009,Anstey,51.12561667,-118.89313333
-127.42245,54.914121,R30763,2019,R30763,2019/06/26 21:18:00,0,Trout Creek,54.9141159,-127.4224319
-120.654065,49.800523,K61688,2019,K61688,2019/09/03 15:30:26,0.009,Otter Valley,49.80051667,-120.65405
-121.48015,53.333256,G11294,2019,G11294,2019/08/06 16:18:00,0.009,Wells,53.33325,-121.48013333
-123.497882,49.493872,V50677,2019,V50677,2019/06/19 13:55:39,3,W. of Avalon Log Sort,49.49386667,-123.49786667
-120.646165,49.638806,K61690,2019,K61690,2019/09/03 16:35:00,0.009,Pike Mountain,49.6388,-120.64615
-121.665399,51.864206,C40934,2019,C40934,2019/07/11 19:50:00,0.009,Down Wright Station Rd,51.8642,-121.66538333
-120.735265,50.800689,K20409,2019,K20409,2019/05/30 13:34:59,1,Painted Bluff,50.80068333,-120.73525
-123.2642,54.130289,G11285,2019,G11285,2019/08/05 13:00:02,0.009,Taginchil Lake,54.13028333,-123.26418333
-116.662448,49.128056,N70555,2019,N70555,2019/06/13 18:34:10,0.01,Mount Creston,49.12805,-116.66243333
-127.614102,55.263672,R40076,2019,R40076,2019/04/20 13:29:34,0.15,Sunnyside Ave Two Mile,55.26366667,-127.61408333
-126.6393,50.845755,V90880,2019,V90880,2019/07/04 23:59:30,0.09,Moore Point,50.84575,-126.63928333
-125.963672,55.484689,G50191,2019,G50191,2019/05/08 12:00:32,2.5,Takla Landing,55.484684,-125.9636536
-119.305315,49.849173,K50980,2019,K50980,2019/07/18 11:20:00,0.009,Medicine Creek,49.84916667,-119.3053
-119.631582,49.219656,K50570,2019,K50570,2019/06/14 11:00:00,0.009,South of Madden Lake,49.21965,-119.63156667
-115.998964,49.65234,N10249,2019,N10249,2019/05/12 10:00:43,0.9,Murtle Mountain,49.65233333,-115.99895
-124.963851,54.324756,G41313,2019,G41313,2019/08/08 10:58:00,2,Sutherland Dipper,54.32475,-124.9638333
-120.859599,50.131739,K60152,2019,K60152,2019/05/01 12:00:00,17.1,Nicola River,50.13173333,-120.85958333
-117.694915,49.297556,N50549,2019,N50549,2019/06/13 16:32:56,0.009,Merry Creek,49.29755,-117.6949
-128.974585,55.082255,R51152,2019,R51152,2019/08/20 11:00:00,0.1,Lava Lake,55.08225,-128.97456667
-116.493114,49.127423,N70633,2019,N70633,2019/06/16 14:30:00,0.002,Arrow Creek,49.12741667,-116.4931
-118.752682,50.752123,K41592,2019,K41592,2019/08/31 00:00:00,4,Kingfisher Creek,50.7521167,-118.7526667
-122.332917,54.139006,G11010,2019,G11010,2019/07/19 18:22:34,0.009,Prince George,54.139,-122.3329
-123.209351,55.769172,G61388,2019,G61388,2019/08/13 09:23:00,0.6,Mackenzie,55.76916667,-123.20933333
-125.978017,52.380022,VA0042,2019,VA0042,2019/04/04 18:00:00,0.009,Atnarko River,52.38001667,-125.978
-115.948514,49.691723,N10292,2019,N10292,2019/05/15 15:45:32,0.03,Drinkwater road,49.69171667,-115.9485
-128.635754,59.571088,R90376,2019,R90376,2019/05/25 10:46:11,1935,Black Angus Creek,59.57108333,-128.63573333
-120.682067,55.941523,G70313,2019,G70313,2019/05/20 11:00:23,0.2,Dawson Creek,55.94151667,-120.68205
-124.404732,49.672372,V51724,2019,V51724,2019/09/03 14:30:00,0.25,Nelson Rd,49.67236667,-124.40471667
-119.703632,50.503339,K41176,2019,K41176,2019/08/01 12:05:00,0.009,Ingram Creek,50.50333333,-119.70361667
-124.038115,48.814872,V60139,2019,V60139,2019/04/28 12:47:23,1.5,Fairservice Mainline,48.81486667,-124.0381
-123.962966,49.672472,V51270,2019,V51270,2019/08/05 16:04:00,3.8,Sakinaw Lake,49.67246667,-123.96295
-115.825848,50.02639,N20354,2019,N20354,2019/05/20 15:00:00,0.02,Copper Creek,50.02638333,-115.82583333
-121.018283,54.080439,G11810,2019,G11810,2019/10/02 16:20:50,0.009,Mount Hedrick,54.08043333,-121.01826667
-116.555998,49.185356,N71627,2019,N71627,2019/09/02 14:00:09,0.4,Wyndell,49.18535,-116.55598333
-119.810515,49.453756,K50280,2019,K50280,2019/05/14 09:30:13,0.009,Shatford Creek,49.45375,-119.8105
-121.424048,49.146756,V11273,2019,V11273,2019/08/05 15:00:00,0.2,Greendrop Lake,49.14675,-121.42403333
-121.873719,58.233673,G91031,2019,G91031,2019/07/21 19:12:40,2.3,4.5 nm South of Fontas and Sikanni,58.23366667,-121.8737
-127.381535,54.990872,R30761,2019,R30761,2019/06/26 21:00:02,0.2,SW of Moricetown,54.99086667,-127.38151667
-120.532532,49.813389,K61720,2019,K61720,2019/09/03 19:51:54,0.15,Missezula Lk,49.81338333,-120.53251667
-115.440698,50.254623,N20636,2019,N20636,2019/06/13 14:48:00,5,Mount Dorman,50.25461667,-115.44068333
-120.219798,49.410256,K60634,2019,K60634,2019/06/16 16:17:24,0.009,Arcat Creek,49.41025,-120.21978333
-130.326359,57.857003,R91411,2019,R91411,2019/08/15 09:51:04,0.06,Kakiddi creek,57.8569984,-130.3263397
-116.048848,50.50359,N20475,2019,N20475,2019/06/03 19:00:44,0.02,Toby Creek,50.50358333,-116.04883333
-126.709266,50.803639,V90876,2019,V90876,2019/07/04 23:59:30,0.25,Twin Lagoon,50.80363333,-126.70925
-119.261815,49.588539,K51401,2019,K51401,2019/08/14 11:40:55,0.009,Wilkinson Creek,49.58853333,-119.2618
-116.074748,49.498823,N11370,2019,N11370,2019/08/10 15:29:46,0.009,Perry Creek,49.49881667,-116.07473333
-118.411098,49.137423,N61230,2019,N61230,2019/07/23 19:22:52,1.1,Toronto Creek,49.13741667,-118.41108333
-119.145682,52.815506,G30546,2019,G30546,2019/06/12 20:21:08,0.009,Home Creek,52.8155,-119.14566667
-124.590566,48.890839,V71808,2019,V71808,2019/10/14 11:00:00,0.5,Nitinat,48.89083333,-124.59055
-123.313582,49.942422,V31716,2019,V31716,2019/09/06 08:30:00,0.009,10km Upper Squamish,49.94241667,-123.31356667
-124.064049,49.217705,V70303,2019,V70303,2019/05/18 14:45:23,0.1,6617 Brannan Lake,49.2177,-124.06403333
-120.845084,55.811256,G70282,2019,G70282,2019/05/14 08:36:07,0.2,Groundbirch,55.81125,-120.84506667
-120.527265,49.163973,K61766,2019,K61766,2019/09/07 18:45:26,0.16,Bobcat FSR,49.16396667,-120.52725
-115.367014,49.35574,N10402,2019,N10402,2019/05/29 17:00:52,0.1,Baynes Lake,49.35573333,-115.367
-123.003267,54.049056,G10239,2019,G10239,2019/05/11 22:27:13,0.2,17225 Woods Rd,54.04905,-123.00325
-118.962981,49.367456,N60462,2019,N60462,2019/05/30 14:42:21,0.1,Hoodoo Lake,49.36745,-118.96296667
-119.471098,49.545773,K51681,2019,K51681,2019/09/04 12:32:00,10,Kerr Creek,49.54576667,-119.47108333
-115.837098,49.61289,N10162,2019,N10162,2019/05/02 18:00:00,1,Mission-Wycliffe Rd,49.61288333,-115.83708333
-123.895999,50.045906,V50726,2019,V50726,2019/06/25 21:49:50,0.009,Jervis Inlet,50.0459,-123.89598333
-120.381782,50.749523,K21553,2019,K21553,2019/08/28 17:29:48,0.68,Long Lake Road,50.74951667,-120.38176667
-121.589749,51.537623,C40589,2019,C40589,2019/06/13 11:40:10,2.1,3 Miles E of Gustafsen Lake,51.53761667,-121.58973333
-120.841565,50.151406,K60158,2019,K60158,2019/05/02 10:00:00,1.5,Highway 8/97C,50.1514,-120.84155
-120.458481,50.200239,K60023,2019,K60023,2019/04/04 13:20:03,2.7,Douglas Lake Rd,50.2002335,-120.4584656
-120.483515,49.564189,K60057,2019,K60057,2019/04/15 12:00:00,9.1,Hembrie Mtn,49.56418333,-120.4835
-121.366917,53.817023,G11409,2019,G11409,2019/08/11 16:35:00,0.009,Penny,53.81701667,-121.3669
-120.404648,49.611406,K60416,2019,K60416,2019/05/30 13:16:04,0.009,Corkscrew Rd,49.6114,-120.40463333
-120.709849,50.707456,K21696,2019,K21696,2019/09/04 15:00:00,0.15,Brussels Lake,50.70745,-120.70983333
-114.869531,49.994907,N10383,2019,N10383,2019/05/24 09:31:00,0.05,Fording River,49.9949,-114.86951667
-120.722249,49.832323,K61709,2019,K61709,2019/09/03 16:55:00,0.24,Boss-Davis,49.83231667,-120.72223333
-119.455048,49.779939,K51753,2019,K51753,2019/09/08 17:02:13,0.009,Gillard Creek FSR,49.77993333,-119.45503333
-121.427035,58.193656,G80276,2019,G80276,2019/05/11 14:47:56,0.5,,58.19365,-121.42701667
-123.170282,50.033722,V30746,2019,V30746,2019/06/26 17:34:05,0.009,Brandywine Mtn,50.03371667,-123.17026667
-117.678848,49.21184,N50889,2019,N50889,2019/06/13 18:19:00,0.01,Champion Creek,49.21183333,-117.67883333
-122.689999,50.260272,V31666,2019,V31666,2019/09/03 14:29:28,0.009,Mount Currie Mountain,50.26026667,-122.68998333
-116.345848,50.849156,N20478,2019,N20478,2019/06/04 05:45:00,0.009,Brisco Road,50.84915,-116.34583333
-116.065948,49.411356,N11317,2019,N11317,2019/08/08 14:00:57,0.3,Weaver Creek,49.41135,-116.06593333
-121.402565,49.582972,V11109,2019,V11109,2019/07/27 12:20:00,0.009,North of Yale,49.58296667,-121.40255
-122.366633,53.066156,C10064,2019,C10064,2019/04/16 20:20:40,0.2,Near End of Matthews Rd,53.06615,-122.36661667
-121.162166,50.762889,K20034,2019,K20034,2019/04/08 12:47:06,1.5,4 km NW of Separating Lake,50.76288333,-121.16215
-123.247034,53.954089,G10368,2019,G10368,2019/05/26 14:30:00,0.009,Isle Pierre Rd,53.95408333,-123.24701667
-120.924432,51.718656,C40654,2019,C40654,2019/06/17 19:07:39,4.27,Drewry Lake,51.71865,-120.92441667
-116.076848,50.539206,N20451,2019,N20451,2019/06/01 21:00:26,0.005,Wilmer Lake,50.5392,-116.07683333
-129.056952,56.066872,R50792,2019,R50792,2019/06/29 15:00:00,0.009,E of Transmission Line off Camp FSR 1,56.06686667,-129.05693333
-121.102883,53.714106,G10474,2019,G10474,2019/06/02 08:00:00,0.009,Dome Dinner,53.7141,-121.10286667
-118.852282,50.405223,K40438,2019,K40438,2019/05/31 15:58:39,2.1,Bobby Burns Road,50.4052167,-118.8522667
-121.442668,56.213673,G81791,2019,G81791,2019/09/30 19:00:00,0.2,Near Hudson Hope,56.21366667,-121.44265
-120.933932,49.980506,K60153,2019,K60153,2019/05/01 15:40:00,1.3,Patchett Rd,49.9805,-120.93391667
-119.728382,49.686873,K51768,2019,K51768,2019/09/12 18:00:00,0.009,Okanagan South Entrance,49.68686667,-119.72836667
-123.238849,49.410772,V30699,2019,V30699,2019/06/23 00:30:00,4.5,Strip Creek,49.41076667,-123.23883333
-117.270398,49.618656,N70573,2019,N70573,2019/06/12 10:50:19,0.01,Duhamel Creek,49.61865,-117.27038333
-130.718723,56.70572,R90913,2019,R90913,2019/07/07 02:18:56,7,Molymount Creek 1,56.7057152,-130.7187042
-115.632681,49.24284,N11171,2019,N11171,2019/07/30 05:10:11,35,South Teepee,49.24283333,-115.63266667
-125.596216,51.102022,V91772,2019,V91772,2019/09/16 11:09:39,0.009,Knight Inlet,51.10201667,-125.5962
-121.400349,50.907989,K20887,2019,K20887,2019/07/07 13:40:00,0.3,16 Mile,50.90798333,-121.40033333
-120.149482,50.787039,K21760,2019,K21760,2019/09/09 12:00:00,0.009,Charles Lee Creek,50.78703333,-120.14946667
-116.817931,49.865656,N71697,2019,N71697,2019/08/02 21:44:44,4.7,Bernard Creek,49.86565,-116.81791667
-128.784685,54.857505,R50400,2019,R50400,2019/05/29 15:01:00,0.15,Egan Rd,54.8575,-128.78466667
-122.266517,54.980673,G11282,2019,G11282,2019/08/05 22:55:38,0.009,Anzec River,54.98066667,-122.2665
-118.523465,52.141723,N41323,2019,N41323,2019/08/07 20:21:26,0.03,Encampment Creek,52.14171667,-118.52345
-115.221514,49.083173,N11540,2019,N11540,2019/08/26 16:00:35,0.01,Koocanusa,49.08316667,-115.2215
-120.133768,58.340256,G90283,2019,G90283,2019/05/11 17:35:31,28.2,Hay River,58.34025,-120.13375
-117.843765,49.31564,N50592,2019,N50592,2019/06/08 01:50:26,0.07,Gem Hill,49.31563333,-117.84375
-120.750918,56.38959,G80394,2019,G80394,2019/05/28 21:00:07,0.9,Ft St John,56.38958333,-120.7509
-127.676504,59.462789,G90969,2019,G90969,2019/07/07 12:00:29,12.9,Red River,59.46278333,-127.67648333
-119.336898,50.187356,K41494,2019,K41494,2019/08/22 15:16:39,0.3,Bailey Road,50.18735,-119.33688333
-124.37147,56.412107,G60242,2019,G60242,2018/11/20 14:16:36,4.06,4 km S or Collins Ck.,56.4121017,-124.3714523
-125.529969,57.790622,G60431,2019,G60431,2019/05/31 19:48:00,20,22 Miles N of Ft Ware - Monitor only,57.79061667,-125.52995
-127.484301,53.988755,R20731,2019,R20731,2019/06/26 14:00:00,0.009,Red Slide Mtn,53.98875,-127.48428333
-117.669498,49.21379,N50574,2019,N50574,2019/06/13 18:20:36,0.2,Champion Creek,49.21378333,-117.66948333
-123.055532,50.081656,V30948,2019,V30948,2019/07/13 20:42:55,0.009,Whistler Train Wreck,50.08165,-123.05551667
-119.375015,49.070506,K51039,2019,K51039,2019/07/22 16:00:01,0.009,N side of Anarchist Mt,49.0705,-119.375
-121.4031,54.003739,G11173,2019,G11173,2019/07/23 15:31:27,0.009,Torpy River,54.00373333,-121.40308333
-127.719651,55.179905,R40273,2019,R40273,2019/05/13 14:00:00,0.1,1km S of Comeau Rd,55.1799,-127.71963333
-120.518749,51.470173,C40408,2019,C40408,2019/05/30 13:12:03,1.3,Lac Des Roche,51.47016667,-120.51873333
-125.938183,50.639289,V80874,2019,V80874,2019/07/06 09:54:06,0.25,Head of Call Inlet,50.63928333,-125.93816667
-119.061815,49.248923,N61764,2019,N61764,2019/09/07 18:07:56,0.13,Nelse Creek,49.24891667,-119.0618
-122.488416,53.015589,C10051,2019,C10051,2019/04/12 17:40:52,0.009,Start of Hwy 26/97 Junction,53.0155833,-122.4884
-121.239365,50.363189,K60030,2019,K60030,2019/04/07 18:05:50,0.43,Spences Bridge,50.36318333,-121.23935
-126.824968,54.469222,R20369,2019,R20369,2019/05/26 16:04:21,0.009,Morice Telkwa FSR,54.46921667,-126.82495
-120.983734,56.736506,G80107,2019,G80107,2019/04/24 15:50:00,0.009,FORT ST JOHN,56.7365,-120.98371667
-128.075254,59.867072,R90999,2019,R90999,2019/07/20 16:39:44,0.1,Hyland SE Road,59.86706667,-128.07523333
-126.52365,50.850205,V90879,2019,V90879,2019/07/05 00:00:00,0.1,Wishart Penninsula,50.8502,-126.52363333
-119.791682,50.437389,K41281,2019,K41281,2019/07/23 17:46:38,0.009,Douglas Lake Ranch,50.43738333,-119.79166667
-126.164168,54.406522,R10095,2019,R10095,2019/04/22 16:00:00,2.45,Forestdale Canyon & Rose Lake Cutoff Rds, Broman L,54.40651667
-123.039,54.099406,G10163,2019,G10163,2019/05/02 21:00:00,0.009,Chief Lake,54.0994,-123.03898333
-121.505866,50.458389,K71703,2019,K71703,2019/09/04 18:32:55,0.5,Murray Creek,50.45838333,-121.50585
-127.073284,52.607005,VA0920,2019,VA0920,2019/07/10 13:00:00,30,Nusash Creek - Modified Response,52.607,-127.07326667
-120.823232,50.857456,K20412,2019,K20412,2019/05/30 10:34:41,0.06,Eagle Hill,50.85745,-120.82321667
-118.373798,49.043006,N60856,2019,N60856,2019/07/02 21:42:02,0.009,Dan O'rea Creek,49.043,-118.37378333
-115.729914,49.889056,N21308,2019,N21308,2019/08/07 21:20:19,0.37,South of Farstad Way,49.88905,-115.7299
-121.290866,58.211623,G80266,2019,G80266,2019/05/11 14:50:58,0.2,south of the Fontas River,58.2116165,-121.2908478
-121.115065,50.269839,K60021,2019,K60021,2019/04/03 14:40:27,0.009,Hwy 8 - Dot Ranch,50.26983333,-121.11505
-120.406232,50.716623,K21738,2019,K21738,2019/09/07 19:20:00,0.9,Tranquille Creek,50.71661667,-120.40621667
-120.839546,50.141657,K60081,2019,K60081,2019/04/20 15:35:05,6,Highway 8/97C,50.1416512,-120.8395309
-121.419215,49.665206,V11424,2019,V11424,2019/08/17 08:00:00,0.01,Spuzzum Creek,49.6652,-121.4192
-122.915003,59.281806,G91028,2019,G91028,2019/07/21 18:39:26,0.009,Nelson River,59.2818,-122.91498333
-124.651749,49.391355,V70652,2019,V70652,2019/06/17 20:00:36,0.009,Cochrane Rd,49.39135,-124.65173333
-124.275516,48.821622,V61379,2019,V61379,2019/08/11 19:00:00,0.009,10km up Gordon River Mainline AL22 Spur Rd.,48.82161667,-124.2755
-123.573633,52.933989,C10205,2019,C10205,2019/05/09 14:50:13,5,Marmot Lake,52.9339833,-123.5736167
-121.834949,49.485106,V11752,2019,V11752,2019/09/08 14:55:00,0.009,Long Island, Harrison Lake,49.4851
-116.639514,49.172506,N71343,2019,N71343,2019/08/10 14:24:27,0.009,Topaz Creek,49.1725,-116.6395
-120.886049,51.574706,C40192,2019,C40192,2019/05/08 14:27:00,2,Deka Lake,51.5747,-120.8860333
-122.015083,52.102906,C21824,2019,C21824,2019/10/22 17:00:14,0.09,Sugar Cane Indian Reserve,52.1029,-122.01506667
-122.030983,51.291622,C40723,2019,C40723,2019/06/25 15:54:00,0.009,Poison Lake,51.29161667,-122.03096667
-121.265232,50.814589,K21670,2019,K21670,2019/09/03 20:00:00,0.009,Back Valley,50.81458333,-121.26521667
-128.521929,54.260988,R50878,2019,R50878,2019/07/04 23:02:00,0.009,Kitimat (Hwy 37) near Orange Bridge,54.2609825,-128.5219116
-119.616632,49.481389,K50669,2019,K50669,2019/06/18 21:46:18,9,Green Mountain Rd,49.4813833,-119.6166167
-122.487199,54.02064,G10890,2019,G10890,2019/07/07 15:04:47,0.009,15 km down Upper Fraser Rd,54.0206337,-122.4871826
-127.222918,54.884622,R30766,2019,R30766,2019/06/27 13:00:00,0.009,Yelich Rd,54.88461667,-127.2229
-126.749602,55.668439,R30325,2019,R30325,2019/05/21 14:00:00,0.17,480 Road Nilkitkwa River,55.66843333,-126.74958333
-122.491632,52.872957,C10027,2019,C10027,2019/04/05 11:10:10,0.2,100m W Bovet Brooke,52.8729515,-122.4916153
-127.280035,55.020655,R30895,2019,R30895,2019/07/07 19:00:00,0.009,Duckwing Lake,55.02065,-127.28001667
-120.138449,52.211256,K20537,2019,K20537,2019/06/12 19:14:09,0.009,E Clearwater Valley Road,52.21125,-120.1384333
-123.597682,48.796089,V60208,2019,V60208,2019/05/09 18:55:37,0.01,Stoney Hill,48.79608333,-123.59766667
-115.605798,49.919873,N21572,2019,N21572,2019/08/31 17:10:13,0.5,East of Premier Lake,49.91986667,-115.60578333
-117.497265,50.038923,N51164,2019,N51164,2019/07/23 11:33:48,0.015,Ruby Ridge,50.03891667,-117.49725
-115.644231,49.343056,N11080,2019,N11080,2019/07/22 23:45:15,0.01,Gold Creek,49.34305,-115.64421667
-120.654832,51.889539,C41077,2019,C41077,2019/07/24 07:27:00,0.009,600 metres North of Mouth Boss Creek,51.88953333,-120.65481667
-117.566664,49.18609,N50593,2019,N50593,2019/06/13 18:26:46,0.1,Hudu FSR,49.18608333,-117.56665
-117.053065,50.342756,N71678,2019,N71678,2019/08/31 18:07:53,0.1,Deception Creek,50.34275,-117.05305
-124.15155,53.371839,C10092,2019,C10092,2019/04/21 14:00:00,4,S of Euchiniko River,53.37183333,-124.15153333
-122.745484,54.035973,G10243,2019,G10243,2019/05/12 11:40:36,0.2,Old Summit Lake Rd,54.03596667,-122.74546667
-124.335984,54.401789,G50329,2019,G50329,2019/05/22 14:34:12,0.009,Link Lake Pit Rd,54.40178333,-124.33596667
-120.103198,49.124206,K51366,2019,K51366,2019/08/10 21:14:29,0.009,Lakeview Creek,49.1242,-120.10318333
-126.140801,54.386222,R10716,2019,R10716,2019/06/24 18:30:00,0.2,Rose Lake Cutoff Rd,54.38621667,-126.14078333
-115.673781,49.63714,N11360,2019,N11360,2019/08/10 00:39:15,0.009,Mission Wasa Low Rd,49.63713333,-115.67376667
-119.499415,49.511989,K51673,2019,K51673,2019/09/04 07:46:03,0.009,Steward Creek,49.51198333,-119.4994
-124.564316,49.936273,V51702,2019,V51702,2019/09/03 21:00:00,0.009,Big Sliammon Lake,49.9362679,-124.5643005
-120.15828,50.684039,K21739,2019,K21739,2019/09/05 18:51:39,0.3,Harper Ranch Rd,50.6840333,-120.1582642
