X,Y,Name,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,Field_1,GEOGRAPHIC_DESCRIPTION,IGNITION_DATE,LATITUDE,LONGITUDE
-115.300014034965,49.2666731900796,N10982,0.009,N10982,2018,N10982,Sandpits,2018/07/01,49.2667,-115.3
-115.289797331062,49.2632064889779,N10128,0.1,N10128,2018,N10128,Kikomun Bridge,2018/05/07,49.2632,-115.2898
-115.280783281402,49.0816905759194,N11121,0.02,N11121,2018,N11121,N Meadow Creek FSR,2018/07/10,49.0817,-115.2808
-115.237845107951,49.2195727900435,N10024,22.4,N10024,2018,N10024,Kerr Road,2018/04/22,49.2196,-115.2378
-115.457113906286,49.0722910578711,N12515,2392,N12515,2018,N12515,Bloom/Wickman  Monitoring,2018/08/11,49.0723,-115.4571
-115.481146516105,49.0791575510217,N12513,2,N12513,2018,N12513,Bloom Creek,2018/08/11,49.0792,-115.4811
-115.484847349089,49.182723161513,N11165,0.009,N11165,2018,N11165,Mazure Meadow,2018/07/14,49.1827,-115.4848
-115.507780712661,49.0514056487734,N12498,0.6,N12498,2018,N12498,Bloom Creek,2018/08/11,49.0514,-115.5078
-115.815466588746,49.0758235198833,N71917,0.3,N71917,2018,N71917,SW Yahk Mtn,2018/08/01,49.0758,-115.8155
-115.697317872144,49.5127894581361,N11376,0.009,N11376,2018,N11376,Cranbrook Community Forest,2018/07/21,49.5128,-115.6973
-115.511780824436,49.4413564761657,N10261,0.009,N10261,2018,N10261,Mayook/Haha Creek,2018/05/20,49.4414,-115.5118
-115.481347411714,49.4450064787236,N11084,0.009,N11084,2018,N11084,Sandpits,2018/07/08,49.445,-115.4813
-115.464361907969,49.4636904808609,N12961,0.009,N12961,2018,N12961,Hwy 3 near Wardner,2018/08/29,49.4637,-115.4643
-115.58149744492,49.4948231752763,N13128,0.009,N13128,2018,N13128,Mayook,2018/10/16,49.4948,-115.5815
-115.526647437463,49.4914730775448,N13205,1,N13205,2018,N13205,Ferguson Road,2019/03/30,49.4915,-115.5266
-115.75688057079,49.4686724484501,N12134,0.2,N12134,2018,N12134,Hidden Valley Road,2018/08/04,49.4687,-115.7569
-115.495880837964,49.5081564815436,N10131,0,N10131,2018,N10131,Picture Valley,2018/05/08,49.5082,-115.4959
-115.581297481226,49.6312731808544,N12875,0.009,N12875,2018,N12875,Maus Creek,2018/08/23,49.6313,-115.5813
-115.575797473207,49.5876397783285,N10006,0.009,N10006,2018,N10006,Mallards Corner,2018/04/06,49.5876,-115.5758
-115.619780391802,49.6194407763622,N13023,0.009,N13023,2018,N13023,Wildhorse River,2018/09/06,49.6194,-115.6198
-115.616293791934,49.6212222796129,N10956,0.004,N10956,2018,N10956,Wild Horse River,2018/06/29,49.6212,-115.6163
-115.668829784873,49.5896746692382,N10562,0.02,N10562,2018,N10562,Eager Hill Fort Steele Rd,2018/06/15,49.5897,-115.6688
-115.724913391028,49.5521075593253,N10530,0.009,N10530,2018,N10530,Hwy 3, West Side,2018/06/15,49.5521
-115.705880797117,49.6148897667626,N13200,7.2,N13200,2018,N13200,St. Mary's Reserve,2019/03/29,49.6149,-115.7059
-115.736980887046,49.5385064575223,N11168,0.009,N11168,2018,N11168,Wasa Lake Provincial Park,2018/07/14,49.5385,-115.737
-115.734381489766,49.5467249603715,N12954,0.009,N12954,2018,N12954,Joseph Creek,2018/08/29,49.5467,-115.7344
-115.721280915507,49.6731231699935,N10109,0,N10109,2018,N10109,LD Ranch Rd,2018/05/05,49.6731,-115.7213
-115.835600708303,49.5468051522017,N11112,0.009,N11112,2018,N11112,Spruce Ridge,2018/07/10,49.5468,-115.8356
-115.838446521632,49.6120898555075,N10023,1.8,N10023,2018,N10023,Mission-Wycliffe Road,2018/04/22,49.6121,-115.8384
-115.473231020662,50.2545398317947,N20516,0.009,N20516,2018,N20516,Grave Creek Rec Site,2018/06/08,50.2545,-115.4732
-115.298664268077,50.1555065503514,N23148,0.3,N23148,2018,N23148,Thunder Creek 49km,2018/10/23,50.1555,-115.2987
-115.31008097468,50.1667398510696,N20985,0.009,N20985,2018,N20985,Mt. Foresight,2018/07/01,50.1667,-115.3101
-115.28043097167,50.1886898517396,N21516,0.009,N21516,2018,N21516,46km N Fork White River,2018/07/27,50.1887,-115.2804
-115.280394462595,50.17015725455,N21676,0.01,N21676,2018,N21676,Thunder Creek,2018/07/26,50.1702,-115.2804
-115.100014221186,50.134873271569,N20986,0.009,N20986,2018,N20986,Monroe Lake Rec Site,2018/07/01,50.1349,-115.1
-115.102347518829,50.1371898733872,N20509,0.009,N20509,2018,N20509,Munroe Lake Rec Site,2018/06/09,50.1372,-115.1023
-115.102347518829,50.1371898733872,N20984,0.009,N20984,2018,N20984,Whiteriver FSR,2018/07/01,50.1372,-115.1023
-115.103030915002,50.1380398643912,N21483,0.009,N21483,2018,N21483,Monroe Rec Site,2018/07/26,50.138,-115.103
-115.499434435755,50.2692897294429,N20767,7,N20767,2018,N20767,Jack Creek,2018/06/20,50.2693,-115.4994
-115.613897627033,50.1264898081411,N21082,0.009,N21082,2018,N21082,14km White Swan FSR,2018/07/08,50.1265,-115.6139
-115.547431007647,50.1080065178962,N22665,0.009,N22665,2018,N22665,24km up Lussier FSR,2018/08/14,50.108,-115.5474
-115.519964280942,50.0630565133476,N21065,0.009,N21065,2018,N21065,31km Upper Lussier FSR,2018/07/07,50.0631,-115.52
-115.157812870174,49.8929393454081,N12291,2,N12291,2018,N12291,Bull FSR,2018/08/07,49.8929,-115.1578
-115.169928397771,50.0297229517547,N12407,760,N12407,2018,N12407,Bull River  / monitor,2018/07/27,50.0297,-115.1699
-115.147764950449,49.8487728459097,N12247,0.47,N12247,2018,N12247,70 km on Bull River FSR,2018/08/03,49.8488,-115.1478
-115.161780819244,49.7041565372696,N10473,0.009,N10473,2018,N10473,51.5 K on the Bull River,2018/06/03,49.7042,-115.1618
-115.803061289064,49.464388544072,N10325,0.009,N10325,2018,N10325,Peavine FSR,2018/05/21,49.4644,-115.803
-115.861247488283,49.4147731351277,N12364,0,N12364,2018,N12364,East Peavine Ridge,2018/08/09,49.4148,-115.8612
-115.842330877991,49.4168231353795,N10136,0,N10136,2018,N10136,Swansea Mountain,2018/05/08,49.4168,-115.8423
-115.825230865457,49.3727231415331,N10025,0.009,N10025,2018,N10025,North of Moyie Lake Park,2018/04/20,49.3727,-115.8252
-115.848714147452,49.2942897322109,N11599,0.009,N11599,2018,N11599,Eager Hills,2018/07/29,49.2943,-115.8487
-115.851047447222,49.2690231273992,N10717,0,N10717,2018,N10717,Braunagel Creek,2018/06/21,49.269,-115.851
-115.889397444011,49.234423123208,N12933,0,N12933,2018,N12933,Bar U Ranch,2018/08/27,49.2344,-115.8894
-115.889397444011,49.234423123208,N12760,0,N12760,2018,N12760,South Moyie,2018/08/18,49.2344,-115.8894
-115.895064082644,49.0020396022206,N72436,1181,N72436,2018,N72436,Randal Creek,2018/07/28,49.002,-115.8951
-115.77429854008,49.7090060706247,N11122,0.5,N11122,2018,N11122,HW 95A and LD Ranch Road,2018/07/10,49.709,-115.7743
-115.774997528091,49.6524231589162,N11159,0,N11159,2018,N11159,Cherry Creek,2018/07/14,49.6524,-115.775
-115.960997472657,49.6902415401158,N12210,0.009,N12210,2018,N12210,Meadowbrook,2018/08/05,49.6902,-115.961
-115.913565593905,49.8199565597407,N12420,5,N12420,2018,N12420,Lost Dog # 3,2018/08/10,49.82,-115.9136
-115.94380090186,49.8292719522872,N12413,714,N12413,2018,N12413,Lost Dog # 1,2018/08/10,49.8293,-115.9438
-115.929964301569,49.8281731534418,N12427,2.5,N12427,2018,N12427,Lost Dog #4,2018/08/11,49.8282,-115.93
-115.915414431933,50.294639790391,N22981,0.009,N22981,2018,N22981,Toby Creek,2018/09/01,50.2946,-115.9154
-115.809515979053,50.1962725960581,N22091,0.01,N22091,2018,N22091,Mount Sabine,2018/08/03,50.1963,-115.8095
-115.710967049862,50.1856563043569,N21148,7,N21148,2018,N21148,Kootenay-Bypass FSR,2018/07/13,50.1856,-115.711
-115.713031062308,50.2073732069954,N21412,0.009,N21412,2018,N21412,10 km on Kootenay FSR,2018/07/22,50.2074,-115.713
-115.765731044824,50.0985397935783,N21500,0.02,N21500,2018,N21500,Mud Creek,2018/07/27,50.0985,-115.7657
-115.797514303179,49.9494564814399,N20963,0.009,N20963,2018,N20963,Larchwood Lake,2018/06/30,49.9495,-115.7975
-115.731848683938,49.9121882821519,N22984,0.04,N22984,2018,N22984,Bradford Road,2018/09/01,49.9122,-115.7318
-115.833347608289,49.9333397725706,N20962,0.009,N20962,2018,N20962,Echo Lake,2018/06/30,49.9333,-115.8333
-115.912299098278,49.8341395625723,N12419,6.4,N12419,2018,N12419,Lost Dog #2,2018/08/10,49.8341,-115.9123
-115.840330932639,49.6263072500707,N11227,0.9,N11227,2018,N11227,Burnett Creek,2018/07/17,49.6263,-115.8403
-116.050162271805,49.6313731307865,N11231,0.3,N11231,2018,N11231,Matthew Creek and St Mary Lake Rd,2018/07/17,49.6314,-116.0501
-115.903814241356,49.6155564491762,N10994,0.014,N10994,2018,N10994,Stirton Rd,2018/07/02,49.6156,-115.9038
-115.879515531111,49.6044413473237,N13112,0.45,N13112,2018,N13112,St Mary River,2018/10/12,49.6044,-115.8795
-115.85583392694,49.5965411515733,N11332,6.7,N11332,2018,N11332,St. Mary River,2018/07/19,49.5965,-115.8558
-115.938197534604,49.5772397422466,N11517,0.009,N11517,2018,N11517,Lower Perry,2018/07/27,49.5772,-115.9382
-115.939247537117,49.5780397399637,N11002,0.009,N11002,2018,N11002,Perry Creek,2018/07/02,49.578,-115.9392
-115.888297524662,49.5879564466122,N12168,0.009,N12168,2018,N12168,Wycliffe Regional Park,2018/08/04,49.588,-115.8883
-115.943280939814,49.5709231339277,N11164,0.009,N11164,2018,N11164,Lower Perry Cr,2018/07/14,49.5709,-115.9433
-115.856130860735,49.3499231311142,N10088,0.009,N10088,2018,N10088,Lamb FSR and Mineral Lake,2018/05/01,49.3499,-115.8561
-116.125349833236,49.4250056113639,N11481,0.4,N11481,2018,N11481,Limerick Creek,2018/07/26,49.425,-116.1253
-115.934730871339,49.2994564198936,N10981,0.009,N10981,2018,N10981,Tate Creek,2018/07/01,49.2995,-115.9347
-116.079514141254,49.0908396898515,N71022,0.009,N71022,2018,N71022,Christopher Creek,2018/07/04,49.0908,-116.0795
-116.089316120297,49.0000063848053,N72054,61,N72054,2018,N72054,Canuck Creek,2018/07/28,49,-116.0893
-116.028944707741,49.0126062889941,N71616,0.3,N71616,2018,N71616,Canuck Creek,2018/07/30,49.0126,-116.0289
-116.027182310724,49.0117898870412,N71535,0.8,N71535,2018,N71535,Hawkins Creek,2018/07/28,49.0118,-116.0272
-116.088316775628,49.2079378971502,N71629,0.1,N71629,2018,N71629,18m NE Creston,2018/07/27,49.2079,-116.0883
-116.124397481858,49.2348730963605,N71473,0,N71473,2018,N71473,Kid Creek,2018/07/26,49.2349,-116.1244
-116.333314206615,49.156906367068,N73195,0.009,N73195,2018,N73195,Russel Creek,2019/03/29,49.1569,-116.3333
-116.344580916843,49.1913730656294,N71230,0.009,N71230,2018,N71230,Goat FSR,2018/07/16,49.1914,-116.3446
-116.340330920893,49.2131730732143,N71229,0.009,N71229,2018,N71229,Goat River,2018/07/17,49.2132,-116.3403
-115.9903477181,50.2240231743286,N22819,0,N22819,2018,N22819,Sun Creek,2018/08/21,50.224,-115.9903
-116.037497604458,50.1346079613206,N21615,13,N21615,2018,N21615,Findlay Creek,2018/07/30,50.1346,-116.0375
-116.061131001937,49.7227897326163,N12956,0,N12956,2018,N12956,NW of North Star Mountain,2018/08/29,49.7228,-116.0611
-116.793715519475,49.6037889449302,N71364,0.009,N71364,2018,N71364,Gray Creek,2018/07/20,49.6038,-116.7937
-116.444365422068,49.5068231763253,N71556,0.009,N71556,2018,N71556,S of White Grouse Mtn,2018/07/28,49.5068,-116.4444
-116.510848024892,49.4800058724596,N11886,9284,N11886,2018,N11886,Meachen Creek,2018/07/28,49.48,-116.5108
-116.513564098919,49.3796907607184,N71602,1558,N71602,2018,N71602,Mount Dickson,2018/07/27,49.3797,-116.5135
-116.416716482626,49.3920885770938,N72130,0.1,N72130,2018,N72130,Goat River,2018/07/27,49.3921,-116.4167
-116.818547669175,49.428523031146,N71124,0,N71124,2018,N71124,Mount Drewry,2018/07/11,49.4285,-116.8185
-116.580597539068,49.0850563343519,N70326,0.009,N70326,2018,N70326,Kootenay River Road,2018/05/21,49.0851,-116.5806
-116.677114278655,49.1426563285919,N72345,0.009,N72345,2018,N72345,Topaz,2018/08/08,49.1427,-116.6771
-116.837134281922,49.0735078062455,N72682,0.35,N72682,2018,N72682,South of Boulais Creek,2018/07/27,49.0735,-116.8371
-116.862881007988,49.1302063063211,R32300,0,R32300,2018,R32300,,2018/08/07,49.1302,-116.8629
-116.860465011595,49.1311899054243,N72301,6798,N72301,2018,N72301,Blazed Creek,2018/07/28,49.1312,-116.8605
-116.826514437174,49.6725063467118,N73196,0.009,N73196,2018,N73196,Beaver Creek,2019/03/29,49.6725,-116.8265
-116.809897534947,49.6720911465476,N70338,0.009,N70338,2018,N70338,Crawford Creek,2018/05/22,49.6721,-116.8099
-116.945365051629,49.6565729286189,N72830,0.2,N72830,2018,N72830,Bridalveil Creek,2018/08/21,49.6566,-116.9454
-116.973814460282,49.6591896284487,N70815,0,N70815,2018,N70815,Balfour Face FSR,2018/06/21,49.6592,-116.9738
-117.169847792941,49.6029396044056,N70988,0,N70988,2018,N70988,Sitkum,2018/07/01,49.6029,-117.1698
-117.21133114772,49.4097395921236,N71017,0,N71017,2018,N71017,Whitewater Ski Hill Road,2018/07/04,49.4097,-117.2113
-116.937880508002,49.0839067007337,N71520,0.009,N71520,2018,N71520,User Creek,2018/07/27,49.0839,-116.9379
-116.946913716102,49.0923067004093,N71519,0.009,N71519,2018,N71519,Elvins, Leum,2018/07/27,49.0923
-116.931714316074,49.1239063034476,N71521,0,N71521,2018,N71521,Bayonne Creek,2018/07/27,49.1239,-116.9317
-116.929984016282,49.1249567007874,N72367,11,N72367,2018,N72367,Bayonne Creek,2018/07/27,49.125,-116.93
-117.007567414183,49.0724396904618,N71609,0.015,N71609,2018,N71609,Kootenay Pass,2018/07/28,49.0724,-117.0076
-116.959830215775,49.1108231920033,N71515,0.28,N71515,2018,N71515,Windy Ridge,2018/07/27,49.1108,-116.9598
-117.141646358461,49.1496224817797,N52910,55,N52910,2018,N52910,Nugget Creek,2018/07/25,49.1496,-117.1416
-117.1223821468,49.083189480041,N51561,0.009,N51561,2018,N51561,Lost Creek,2018/07/28,49.0832,-117.1224
-117.13143064946,49.1199898759303,N51557,703,N51557,2018,N51557,McArthur Creek,2018/07/29,49.12,-117.1314
-117.20271207357,49.1419892718487,N52879,1.17,N52879,2018,N52879,Old Sheep Creek Mine,2018/08/24,49.142,-117.2027
-117.345915772369,49.0223717509648,N50942,0.001,N50942,2018,N50942,Slate Creek,2018/06/26,49.0224,-117.3459
-117.453981112263,49.1010062430548,N50840,0,N50840,2018,N50840,Kelly Creek,2018/06/22,49.101,-117.454
-117.418700325509,49.1641564509568,N50499,0.1,N50499,2018,N50499,Archibald Creek,2018/06/06,49.1642,-117.4187
-117.488730505693,49.0512909359415,N53065,0.02,N53065,2018,N53065,Shady Creek,2018/09/08,49.0513,-117.4887
-116.885466523057,49.1941743085682,N71604,0.009,N71604,2018,N71604,Jersey Creek,2018/07/28,49.1942,-116.8855
-116.88551233274,49.1985727122242,N72296,0.05,N72296,2018,N72296,Jersey Creek,2018/07/28,49.1986,-116.8855
-116.877730327619,49.2073045083142,N71621,0.009,N71621,2018,N71621,Jersey Creek,2018/07/28,49.2073,-116.8777
-116.90996453933,49.2191568081253,N71590,156,N71590,2018,N71590,Next Creek,2018/07/28,49.2192,-116.91
-117.059981378843,49.2673745939175,N51533,0.009,N51533,2018,N51533,Porcupine FSR,2018/07/28,49.2674,-117.06
-117.045599985098,49.3046556024212,N71559,0.009,N71559,2018,N71559,SW of Mt Baldy,2018/07/28,49.3046,-117.0456
-117.185729106878,49.2851738779485,N51404,0.06,N51404,2018,N51404,Oscar Bear FSR,2018/07/22,49.2852,-117.1857
-117.288331106662,49.2303562630115,N50127,0,N50127,2018,N50127,Keystone Mountain,2018/05/08,49.2304,-117.2883
-117.275847506312,49.2426552720097,N53147,0.6,N53147,2018,N53147,Keystone Mnt,2018/10/22,49.2426,-117.2758
-117.253630739179,49.3679223790473,N53115,0.5,N53115,2018,N53115,Hall Creek,2018/10/11,49.3679,-117.2536
-116.909064500526,49.8357396517747,N71716,0,N71716,2018,N71716,Mirror Lake,2018/07/31,49.8357,-116.9091
-116.991914475394,49.7044896279359,N71111,0,N71111,2018,N71111,Coffee Creek,2018/07/10,49.7045,-116.9919
-116.932067122705,49.8954912517269,N72140,0.009,N72140,2018,N72140,True Blue Rec Site,2018/08/04,49.8955,-116.9321
-117.065650112133,49.7664552290019,N71562,0.009,N71562,2018,N71562,Nelmet Lake,2018/07/27,49.7664,-117.0656
-117.222830962833,49.8522897159074,N51329,2363,N51329,2018,N51329,Blacktail Mountain-Modified Response,2018/07/17,49.8523,-117.2228
-117.205718200558,49.6087212977282,N70930,0.009,N70930,2018,N70930,Sitkum Creek,2018/06/25,49.6087,-117.2057
-117.206046185975,49.5930390957801,N71440,0.2,N71440,2018,N71440,Sitkum Creek,2018/07/24,49.593,-117.206
-116.942947936659,50.3042730758526,N71003,0.009,N71003,2018,N71003,Howser Camp Ground,2018/07/02,50.3043,-116.9429
-116.9241313214,50.2803896713772,N71089,0.009,N71089,2018,N71089,Glacier Creek Regional Park site #1,2018/07/08,50.2804,-116.9241
-117.027681339115,50.2526230587153,N70424,0.009,N70424,2018,N70424,Meadow Mountain,2018/05/27,50.2526,-117.0277
-117.016631441744,50.2646394660176,N71508,0.005,N71508,2018,N71508,Meadow Mountain FSR,2018/07/27,50.2646,-117.0166
-116.985183027479,50.2657724639908,N72589,0.009,N72589,2018,N72589,Greyhorse Ridge,2018/07/27,50.2658,-116.9852
-116.974799424809,50.2384401695003,N70029,0.7,N70029,2018,N70029,South of Meadow Creek FSR,2018/04/23,50.2384,-116.9748
-117.033049813712,50.1596399570882,N72868,0.5,N72868,2018,N72868,Cooper Creek FSR,2018/08/11,50.1596,-117.033
-116.997329020735,50.2145563593631,N72930,0.47,N72930,2018,N72930,Meadow Creek,2018/08/11,50.2146,-116.9973
-117.155547449389,50.2327562437269,N72106,1045,N72106,2018,N72106,McKian Creek-Monitor Only,2018/08/02,50.2327,-117.1555
-117.198714581169,50.2983079400176,N71505,0.9,N71505,2018,N71505,Cascade Creek,2018/07/27,50.2983,-117.1987
-116.831580331846,50.0406557664716,N71940,0.1,N71940,2018,N71940,Fry Creek,2018/07/28,50.0406,-116.8316
-117.183631308942,50.0447230274686,N51397,0.009,N51397,2018,N51397,Fish Lake,2018/07/21,50.0447,-117.1836
-117.265799831808,50.0717073238028,N51545,1,N51545,2018,N51545,Kane Creek,2018/07/28,50.0717,-117.2658
-117.098967780912,50.0044733400353,N72299,0.2,N72299,2018,N72299,Texas Peak,2018/08/01,50.0045,-117.099
-117.229381296353,49.9761063213621,N51548,0.009,N51548,2018,N51548,Sandon,2018/07/28,49.9761,-117.2294
-117.308297919155,50.006239617426,N52763,1,N52763,2018,N52763,Kane Creek,2018/08/19,50.0062,-117.3083
-118.24703152339,50.4596395304401,K42848,0.009,K42848,2018,K42848,Fosthall Mountain,2018/08/22,50.4596,-118.247
-118.456948254862,50.4237729026491,K41791,394.3,K41791,2018,K41791,Sugar Mountain,2018/07/31,50.4238,-118.4569
-118.525581650406,50.3744894924192,K40270,0.009,K40270,2018,K40270,Sugar Lake Rec Site,2018/05/20,50.3745,-118.5256
-118.615131567284,50.3556727849322,K42116,0.009,K42116,2018,K42116,Silver Ireland FSR,2018/08/03,50.3557,-118.6151
-118.613281557768,50.338722787607,K42857,0.2,K42857,2018,K42857,Holstein Creek,2018/08/22,50.3387,-118.6133
-118.561416246807,50.3212074922467,K41458,0.009,K41458,2018,K41458,Sugar Lake Road,2018/07/25,50.3212,-118.5614
-118.567414976532,50.4341394974917,K42448,22.9,K42448,2018,K42448,Sprokton Creek,2018/08/11,50.4341,-118.5674
-118.572681664744,50.401156194713,K41359,0,K41359,2018,K41359,Ireland Creek,2018/07/20,50.4012,-118.5727
-118.640381581371,50.410189480484,K42040,2.2,K42040,2018,K42040,Ireland Creek,2018/08/02,50.4102,-118.6404
-117.677566017109,50.4427399963714,N52739,102,N52739,2018,N52739,Deep Creek,2018/08/11,50.4427,-117.6776
-117.798347030198,50.4270882846496,N52831,4.5,N52831,2018,N52831,St. Leon Creek,2018/08/11,50.4271,-117.7983
-117.886681550516,50.4361729764193,N52774,0.009,N52774,2018,N52774,Halway River,2018/08/19,50.4362,-117.8867
-117.298880941672,50.4299226368424,N71335,88,N71335,2018,N71335,Tenderfoot Creek-Modified Response,2018/07/17,50.4299,-117.2989
-117.782195492194,50.300474676552,N52555,0.01,N52555,2018,N52555,Mcleod 3,2018/08/11,50.3005,-117.7822
-117.784385192137,50.3033738791937,N52602,0.03,N52602,2018,N52602,MacLeod Creek,2018/08/11,50.3034,-117.7844
-117.791930591659,50.304407577669,N52557,111,N52557,2018,N52557,MacLeod #2-Modified Response,2018/08/11,50.3044,-117.7919
-117.777648094883,50.3035562821954,N52558,0,N52558,2018,N52558,Mcleod Creek 1,2018/08/11,50.3036,-117.7776
-117.786948594632,50.3055062771266,N52661,0.009,N52661,2018,N52661,MacLeod Creek #3,2018/08/11,50.3055,-117.7869
-117.812766508409,50.312288770979,N52554,0.04,N52554,2018,N52554,Turner Cr,2018/08/11,50.3123,-117.8128
-117.827714793604,50.2846895712646,N51149,0.009,N51149,2018,N51149,Macleod Creek,2018/07/13,50.2847,-117.8277
-117.602764742677,50.2333729932858,N51069,0.009,N51069,2018,N51069,East Wilson Lake Rec Site,2018/07/07,50.2334,-117.6028
-117.490363516913,50.2051721027196,N51325,11,N51325,2018,N51325,Fitzstubbs Creek - Modified Response,2018/07/17,50.2052,-117.4903
-117.892348688144,50.216272855981,N52650,0.1,N52650,2018,N52650,Upper Saddle Mtn,2018/08/11,50.2163,-117.8923
-117.855300376181,50.2149376669785,N52562,0.1,N52562,2018,N52562,Saddle Mtn,2018/08/11,50.2149,-117.8553
