Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
1,EC,1093052,134,GANG RANCH,537,BC,-122.333333,51.55,658.0,1973-09-01,1990-07-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1093165,135,GISCOME,538,BC,-122.266667,54.116667,599.0,1970-10-01,1971-04-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1093680,136,ISLE PIERRE,539,BC,-123.233333,53.966667,625.0,1970-06-01,2000-12-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1094897,137,MAPES,540,BC,-123.883333,53.883333,785.0,1970-06-01,1970-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1095740,138,OLD SUMMIT RD NORTH,541,BC,-122.65,54.116667,686.0,1976-07-01,1977-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1096636,139,QUESNEL NAZKO ROAD,542,BC,-122.666667,53.016667,762.0,1968-01-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1096691,140,REDSTONE,543,BC,-123.65,52.1,809.0,1957-01-01,1957-03-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1097550,141,SODA CREEK,544,BC,-122.283333,52.333333,0.0,1879-01-01,1933-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1098328,142,TYEE LAKE,545,BC,-122.083333,52.383333,911.0,1988-09-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1098942,143,WILLIAMS LAKE ESLER,546,BC,-122.183333,52.1,930.0,1987-06-01,2000-09-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1098977,144,WOODPECKER,547,BC,-122.65,53.516667,610.0,1934-07-01,1945-05-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,109H9M2,145,WILLIAMS LAKE ESLER 2,548,BC,-122.183333,52.1,917.0,1989-05-01,1990-05-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,109Q9MK,146,WILLIAMS LAKE FROST CREE,549,BC,-122.133333,52.033333,823.0,1991-07-01,1991-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1100015,147,ABBOTSFORD,550,BC,-122.333333,49.016667,0.0,1956-04-01,1956-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1100035,148,ABBOTSFORD EAST,551,BC,-122.25,49.033333,8.0,1960-11-24,1962-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1100037,149,ABBOTSFORD KING ROAD,552,BC,-122.3,49.033333,61.0,1968-11-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1101144,150,BURNABY BRANTFORD,553,BC,-122.966667,49.233333,125.0,1959-12-22,1970-03-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101146,151,BURNABY CAPITOL HILL,554,BC,-122.983333,49.283333,183.0,1960-01-01,2001-12-31,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1101147,152,BURNABY CURTIS,555,BC,-122.966667,49.283333,99.0,1968-07-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1101150,153,BURNABY EAST,556,BC,-122.933333,49.233333,114.0,1955-07-01,1958-04-15,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101151,154,BURNABY EDMONDS,557,BC,-122.95,49.216667,99.0,1959-12-17,1962-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101153,155,BURNABY LAKE,558,BC,-122.95,49.266667,66.0,1960-01-01,1963-03-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101154,156,BURNABY LAKE WEST,559,BC,-122.983333,49.266667,34.0,1964-01-01,1964-07-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101561,157,CHILLIWACK MARBLEHILL CK,560,BC,-121.833333,49.133333,213.0,1970-05-01,1970-08-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101564,158,CHILLIWACK R CENTRE CRK,561,BC,-121.55,49.1,488.0,1961-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1101567,159,CHILLIWACK R TAMAHI CRK,562,BC,-121.833333,49.066667,137.0,1961-04-01,1966-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101580,160,CHILLIWACK YALE RD EAST,563,BC,-121.9,49.183333,8.0,1969-05-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1101707,161,CLOVERDALE CENTRE,564,BC,-122.733333,49.1,3.0,1962-06-01,1966-01-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101888,162,COQUITLAM,565,BC,-122.85,49.266667,8.0,1901-06-01,1933-10-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1101889,163,COQUITLAM COMO LAKE AVE,566,BC,-122.8658,49.26944,160.0,1972-12-14,2016-06-13,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110188H,164,COQUITLAM LAFARGE,567,BC,-122.766667,49.283333,34.0,1994-07-01,2000-08-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1101891,165,COQUITLAM MUNDY PARK,568,BC,-122.833333,49.25,101.0,1988-08-01,1989-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1101Q9A,166,COQUITLAM MUNDY PARK 2,569,BC,-122.833333,49.266667,150.0,1989-12-01,2003-01-31,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1101QRJ,167,COQUITLAM MUNDY PARK 3,570,BC,-122.833333,49.25,144.0,1992-02-01,2003-06-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1102410,168,DELTA ANNIEVILLE,571,BC,-122.916667,49.15,85.0,1971-04-01,1972-08-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1102412,169,DELTA BEACH GROVE,572,BC,-123.066667,49.033333,3.0,1984-10-01,1984-11-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1102422,170,DELTA SUNSHINE HILLS,573,BC,-122.916667,49.116667,64.0,1987-08-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1102725,171,ESSONDALE,574,BC,-122.816667,49.25,53.0,1960-10-06,1961-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1102F3H,172,EDENBANK SARDIS,575,BC,-121.966667,49.133333,10.0,1977-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1103322,173,HANEY,576,BC,-122.6,49.216667,26.0,1958-01-01,1962-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1103327,174,HANEY 532,577,BC,-122.616667,49.25,3.0,1967-03-01,1970-07-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,110361F,175,HOWE SOUND STRACHAN CRK,578,BC,-123.233333,49.416667,20.0,1994-05-01,2006-07-31,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1104080,176,KENSINGTON PRAIRIE,579,BC,-122.783333,49.066667,27.0,1953-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1104484,177,LADNER PORT GUICHON,580,BC,-123.1,49.083333,0.0,1960-01-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1104550,178,LANGLEY,581,BC,-122.533333,49.183333,0.0,1878-01-01,1900-10-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1104553,179,LANGLEY CAMPBELL R PK,582,BC,-122.666667,49.033333,56.0,1987-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1104554,180,LANGLEY CENTRE,583,BC,-122.616667,49.083333,59.0,1988-10-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1104560,181,LANGLEY PRAIRIE,584,BC,-122.65,49.15,87.0,1953-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1104565,182,LANGLEY WELLS,585,BC,-122.666667,49.066667,46.0,1964-04-01,1965-11-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1106255,183,PORT COQUITLAM,586,BC,-122.783333,49.266667,12.0,1958-02-01,1990-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1106257,184,PRT COQUITLAM PRAIRIE RD,587,BC,-122.733333,49.266667,3.0,1971-12-10,2000-09-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1106720,185,REIDVILLE,588,BC,-122.85,49.116667,99.0,1953-04-01,1958-08-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1106765,186,RICHMOND EAST,589,BC,-122.966667,49.183333,1.0,1959-11-06,1961-11-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1106766,187,RICHMOND MCLENNAN ROAD,590,BC,-123.1,49.2,2.0,1970-04-17,2000-12-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1106GF3,188,RICHMOND BROADMOOR 2,591,BC,-123.116667,49.15,2.0,1990-12-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1106P6N,189,RICHMOND GEAL RD,592,BC,-123.166667,49.15,1.0,1976-06-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1107083,190,SARDIS 2,593,BC,-121.95,49.116667,24.0,1991-06-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1107195,191,SEYMOUR CREEK,594,BC,-122.95,49.416667,178.0,1924-01-01,1947-08-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1107873,192,SURREY KWANTLEN PARK,595,BC,-122.86,49.1925,78.0,1960-11-09,2011-05-16,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1107QP8,193,SURREY 104 AVE 164 ST,596,BC,-122.766667,49.2,66.0,1974-04-09,1974-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108430,194,VANCOUVER CITY HALL,597,BC,-123.116667,49.283333,86.0,1924-01-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1108435,195,VANCOUVER DUNBAR,598,BC,-123.183333,49.233333,61.0,1955-07-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1108442,196,VANCOUVER FAIRVIEW,599,BC,-123.133333,49.266667,35.0,1957-08-01,1958-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108445,197,VANCOUVER FRASERVIEW,600,BC,-123.05,49.2,85.0,1955-07-01,1958-03-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108448,198,VANCOUVER KERRISDALE,601,BC,-123.166667,49.233333,46.0,1960-01-22,1961-01-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108455,199,VANCOUVER MARPOLE,602,BC,-123.133333,49.2,31.0,1955-07-01,1957-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108460,200,VANCOUVER MT PLEASANT,603,BC,-123.1,49.266667,49.0,1955-07-01,1956-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108463,201,VANCOUVER OAKRIDGE,604,BC,-123.116667,49.233333,76.0,1960-01-21,2010-06-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1108470,202,VANCOUVER QUILCHENA,605,BC,-123.15,49.233333,84.0,1955-07-01,1961-08-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108475,203,VANCOUVER SOUTH FRASER,606,BC,-123.066667,49.216667,64.0,1955-07-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount
1,EC,1108482,204,VANCOUVER TRAFALGAR PK,607,BC,-123.15,49.266667,42.0,1995-09-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1108488,205,VANCOUVER WEST PT GREY,608,BC,-123.216667,49.266667,61.0,1963-01-01,1966-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108489,206,VANCOUVER WPG BYNG,609,BC,-123.2,49.266667,76.0,1968-10-01,1970-05-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108530,207,VEDDER SOUTH LICKMAN,610,BC,-122.0,49.1,15.0,1964-07-01,1968-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108820,208,WEST VANCOUVER,611,BC,-123.166667,49.333333,29.0,1953-09-01,1961-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1108823,209,W VANC BALLANTREE PLACE,612,BC,-123.133333,49.366667,290.0,1972-03-08,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1108828,210,W VANCOUVER CYPRESS PARK,613,BC,-123.25,49.35,155.0,1957-11-11,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1108829,211,W VANCOUVER DUNDARAVE,614,BC,-123.183333,49.333333,0.0,1971-05-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1108831,212,WEST VANCOUVER KEW BEACH,615,BC,-123.25,49.35,64.0,1959-04-01,1963-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,110EFE9,213,NORTH VANC LONSDALE PARK,616,BC,-123.066667,49.333333,136.0,1969-12-01,1971-05-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,110EFFF,214,N VANCOUVER SEYMOUR BLVD,617,BC,-123.016667,49.316667,9.0,1968-01-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110EFNN,215,N VANCOUVER CAPILANO HIG,618,BC,-123.116667,49.35,130.0,1989-04-01,2000-07-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110FJPP,216,PITT MEADOWS ALOUETTE RI,619,BC,-122.666667,49.283333,6.0,1986-10-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110FKNF,217,PORT COQUITLAM MARY HILL,620,BC,-122.783333,49.25,63.0,1988-08-01,2000-10-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110GQPB,218,SURREY GUILDFORD,621,BC,-122.833333,49.183333,80.0,1988-08-01,2004-03-31,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110H488,219,VANCOUVER WEST 10TH,622,BC,-123.166667,49.266667,55.0,1975-06-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110HD45,220,VANCOUVER GRANDVIEW E,623,BC,-123.033333,49.266667,53.0,1961-09-15,1962-05-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,110HD4N,221,VANCOUVER GRANDVIEW N,624,BC,-123.05,49.283333,46.0,1961-05-01,1963-07-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,110HM5C,222,VANCOUVER KITSILANO BEAC,625,BC,-123.166667,49.266667,12.0,1987-04-01,1988-04-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110L6M7,223,INDIAN ARM FARRER COVE,626,BC,-122.883333,49.333333,20.0,1993-05-01,1993-05-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110MR02,224,MAPLE RIDGE WHONNOCK LAK,627,BC,-122.483333,49.216667,172.0,1987-07-01,1988-04-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110N6F5,225,N VANCOUVER REDONDA DR,628,BC,-123.083333,49.366667,229.0,1973-11-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110N6FF,226,N VANC SONORA DR,629,BC,-123.0975,49.3625,182.9,1976-01-01,2011-02-22,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110NFEQ,227,NORTH VANCOUVER BLUE RID,630,BC,-123.0,49.316667,72.0,1988-08-01,1989-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,110NFNF,228,NORTH VANCOUVER DOLLARTO,631,BC,-122.95,49.316667,52.0,1988-09-01,2000-11-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1114742,229,LYTTON BOTANIE VALLEY,632,BC,-121.55,50.333333,730.0,1989-10-01,2006-03-31,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
1,EC,1115196,230,MOHA,633,BC,-122.266667,50.883333,549.0,1924-01-01,1947-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1120090,231,ADRA,634,BC,-119.583333,49.733333,1003.0,1928-09-01,1953-08-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
1,EC,1120475,232,ARMSTRONG GRANDVIEW,635,BC,-119.283333,50.4,503.0,1959-03-27,1960-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
