X,Y,Name,WILDFIRE_YEAR,INCIDENT_NUMBER_LABEL,IGNITION_DATE,FIRE_SIZE_HA,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE
-123.574533,48.774417,V60484,2021,V60484,2021/05/10 13:12:00,0.6,Samsun Narrows,48.774417,-123.574533
-118.79025,49.53745,N60485,2021,N60485,2021/05/10 15:30:00,0.05,Grano Creek,49.53745,-118.79025
-125.112367,49.641867,V80548,2021,V80548,2021/05/18 00:00:00,0.009,Comox Lake Bluffs South Road,49.641867,-125.112367
-120.868983,50.035267,K60225,2021,K60225,2021/04/15 14:14:00,3,Coldwater River,50.035267,-120.868983
-122.076267,49.138367,V10223,2021,V10223,2021/04/15 13:30:00,19,Cannor Road,49.138367,-122.076267
-122.097317,52.267017,C20224,2021,C20224,2021/04/15 14:31:28,3,Williams Lake,52.267017,-122.097317
-120.110317,50.97345,K20343,2021,K20343,2021/04/20 11:30:00,0.8,Knouff Lake,50.97345,-120.110317
-121.5232,51.187,C40344,2021,C40344,2021/04/20 11:27:12,0.1,15km N of Clinton on Hwy 97,51.187,-121.5232
-115.736633,49.597217,N10381,2021,N10381,2021/04/22 09:30:38,2,Mission Rd,49.597217,-115.736633
-119.7066,49.408583,K50390,2021,K50390,2021/04/22 15:23:56,4,Marron Valley Rd,49.408583,-119.7066
-120.699567,56.17975,G80389,2021,G80389,2021/04/22 17:30:00,8,238 RD North of Taylor,56.17975,-120.699567
-124.480983,54.575317,G50398,2021,G50398,2021/04/22 16:00:00,2,Binche,54.575317,-124.480983
-115.73505,49.6482,N10399,2021,N10399,2021/04/22 15:30:57,0.3,Francis Lake,49.6482,-115.73505
-123.166183,49.850167,V30268,2021,V30268,2021/04/17 12:30:00,0.09,Paradise Valley,49.850167,-123.166183
-115.767367,49.80155,N10400,2021,N10400,2021/04/23 13:00:07,0.02,Wasa Lake,49.80155,-115.767367
-123.996867,49.10545,V70401,2021,V70401,2021/04/23 16:34:05,0.009,Ridge Runner Trails,49.10545,-123.996867
-122.418533,53.117817,C10402,2021,C10402,2021/04/23 00:00:00,0.35,10 Mile Lake,53.117817,-122.418533
-124.90415,54.047883,G40410,2021,G40410,2021/04/25 14:15:00,6,Chilako First Nation Reserve,54.047883,-124.90415
-119.556317,49.0891,K50427,2021,K50427,2021/04/27 15:10:00,0.8,Fruitvale Way,49.0891,-119.556317
-124.426967,48.842417,V60428,2021,V60428,2021/04/25 13:01:00,0.04,Caycuse Main,48.842417,-124.426967
-120.52405,50.729217,K20245,2021,K20245,2021/04/16 11:52:00,1.68,Tranquille River,50.729217,-120.52405
-120.078117,50.759633,K20383,2021,K20383,2021/04/22 12:30:00,1.55,Paul Lk Dump Rd,50.759633,-120.078117
-121.189583,56.36785,G80438,2021,G80438,2021/04/24 08:26:22,2,5km on Donnis Road,56.36785,-121.189583
-121.959517,50.671967,K70448,2021,K70448,2021/05/03 16:00:00,0.8,Marriage Mountain,50.671967,-121.959517
-117.913483,49.323633,N50457,2021,N50457,2021/05/05 06:00:00,0.009,McCormick Creek,49.323633,-117.913483
-128.7257,54.472833,R50469,2021,R50469,2021/05/06 21:45:00,0.009,Robin Road,54.472833,-128.7257
-118.54325,49.167317,N60475,2021,N60475,2021/05/06 19:27:38,1.58,Pelly,49.167317,-118.54325
-122.255167,51.516033,C20385,2021,C20385,2021/04/22 12:30:00,64,Across river from Churn Creek,51.516033,-122.255167
-120.71405,50.751267,K20386,2021,K20386,2021/04/22 14:30:00,2.5,Six Mile Hill,50.751267,-120.71405
-119.506583,49.524767,K50388,2021,K50388,2021/04/22 17:00:00,1.5,Greyback FSR,49.524767,-119.506583
-120.692617,53.584267,G30406,2021,G30406,2021/04/24 15:20:25,0.15,Crescent Spur,53.584267,-120.692617
-120.322117,50.712217,K20435,2021,K20435,2021/04/30 15:40:00,0.2,0.5 km Paul Lake Road,50.712217,-120.322117
-116.361817,50.876433,N20370,2021,N20370,2021/04/21 19:29:30,8.5,Bugaboo Creek,50.876433,-116.361817
-115.6767,49.679417,N10391,2021,N10391,2021/04/22 17:13:17,0.02,Lakit Creek,49.679417,-115.6767
-119.49675,50.00905,K50480,2021,K50480,2021/05/09 13:11:27,0.2,Westside Road,50.00905,-119.49675
-119.454267,49.47105,K50483,2021,K50483,2021/05/10 14:00:54,0.04,Beaverdell Rd.,49.47105,-119.454267
-124.019033,49.10515,V70491,2021,V70491,2021/05/11 20:05:04,0.009,Nanaimo Lakes Road #2,49.10515,-124.019033
-126.618716,50.176866,V90498,2021,V90498,2021/05/13 12:11:31,0.009,Woss Lake,50.17686611,-126.61871611
-124.652833,49.410217,V70002,2021,V70002,2021/04/01 16:20:00,0.54,Linx Road,49.410217,-124.652833
-119.3605,50.281867,K40004,2021,K40004,2021/04/01 12:00:00,100,East of Okanagan Lake,50.281867,-119.3605
-120.800768,56.19865,G80041,2021,G80041,2021/04/03 13:00:00,0.009,1.5km downriver from Old Fort, BC,56.19865
-123.263667,52.086,C50081,2021,C50081,2021/04/04 20:30:00,0.009,E End of McCauley Rd,52.086,-123.263667
-120.328117,50.837,K20325,2021,K20325,2021/04/19 13:57:48,0.009,Noble Creek Road,50.837,-120.328117
-119.531017,50.878417,K40384,2021,K40384,2021/04/22 12:55:54,0.4,10 km E Squilax Bridge,50.878417,-119.531017
-120.8585,56.208533,G80361,2021,G80361,2021/04/21 11:01:00,6,265 Road,56.208533,-120.8585
-116.770933,49.71205,N70454,2021,N70454,2021/05/04 20:45:33,0.009,Crawford Bay FSR,49.71205,-116.770933
-124.517183,49.344,V70456,2021,V70456,2021/05/05 12:29:02,0.009,Whiskey Creek FSR,49.344,-124.517183
-116.36275,50.9025,N20463,2021,N20463,2021/05/06 15:45:00,0.01,Beaverfoot Road,50.9025,-116.36275
-118.997783,49.120717,N60470,2021,N60470,2021/05/06 22:53:53,0.009,Kettle Valley Provincial Park,49.120717,-118.997783
-120.6961,56.482617,G80471,2021,G80471,2021/05/07 06:52:00,20,Rose Prairie,56.482617,-120.6961
-116.8755,49.659633,N70509,2021,N70509,2021/05/14 14:00:00,0.03,Pilot Bay Rd,49.659633,-116.8755
-119.685533,49.643,K50514,2021,K50514,2021/05/15 15:55:55,0.5,Callan Road,49.643,-119.685533
-124.9939,51.968333,C50515,2021,C50515,2021/05/15 16:20:46,11.7,5km W of One Eye Lake,51.968333,-124.9939
-120.043333,51.153833,K20525,2021,K20525,2021/05/15 20:22:39,0.4,Dixon Mountain,51.153833,-120.043333
-120.1507,50.889917,K20473,2021,K20473,2021/05/05 14:03:31,0.01,4.4 KM Knouff Lake Rd,50.889917,-120.1507
-119.895197,50.612427,K20479,2021,K20479,2021/05/08 13:01:50,0.2,Barnhartvale Road,50.612427,-119.895197
-120.740833,55.785083,G70487,2021,G70487,2021/05/10 19:54:00,0.6,251 Road Progress,55.785083,-120.740833
-121.695367,56.753767,G80494,2021,G80494,2021/05/12 11:00:00,10,Mile 98 Road East of Hwy 97,56.753767,-121.695367
-120.9127,56.348633,G80497,2021,G80497,2021/05/13 12:51:00,0.5,Valley Vista Road,56.348633,-120.9127
-119.109383,50.79255,K40560,2021,K40560,2021/05/22 06:08:17,0.6,Annis Bay,50.79255,-119.109383
-115.848417,50.334,N20364,2021,N20364,2021/04/21 12:20:15,2.6,Cold Spring Creek,50.334,-115.848417
-116.79495,49.565883,N70365,2021,N70365,2021/04/21 13:00:14,0.009,Gray Creek,49.565883,-116.79495
-116.891717,50.2947,N70508,2021,N70508,2021/05/14 15:30:00,6.4,Lavina Creek,50.2947,-116.891717
-115.68315,50.28075,N20513,2021,N20513,2021/05/14 08:25:02,0.05,Kootenay River,50.28075,-115.68315
-121.337516,50.604216,K20664,2021,K20664,2021/05/29 16:00:26,0.2,Venables Valley Rd,50.604216,-121.337516
-120.8705,50.032917,K60527,2021,K60527,2021/05/16 11:30:14,0.3,Coldwater River, 15km South of Merritt,50.032917
-123.055117,51.758767,C50529,2021,C50529,2021/05/16 14:27:45,1.5,S End of Fletcher Lake,51.758767,-123.055117
-123.9805,49.606967,V50530,2021,V50530,2021/05/16 11:00:00,2,McNeill Lake,49.606967,-123.9805
-121.272317,50.727683,K20541,2021,K20541,2021/05/18 09:43:00,0.98,North of Ashcroft East side of river,50.727683,-121.272317
-116.59715,49.090533,N70542,2021,N70542,2021/05/18 15:30:54,0.3,Nicks Island Road,49.090533,-116.59715
-124.374283,49.3108,V70543,2021,V70543,2021/05/18 14:05:47,0.6,Alberni Hwy North,49.3108,-124.374283
-119.320633,50.112617,K40552,2021,K40552,2021/05/19 13:00:00,0.009,Oyama Lookout,50.112617,-119.320633
-125.080633,49.623867,V80555,2021,V80555,2021/05/20 00:00:00,0.1,Comox Lake Road,49.623867,-125.080633
-121.743267,56.11965,G80170,2021,G80170,2021/04/11 16:14:21,8,Farrell Creek Junction,56.11965,-121.743267
-119.545533,49.525833,K50671,2021,K50671,2021/05/30 13:18:43,0.2,Campbell Mountain Dump,49.525833,-119.545533
-117.732267,49.19465,N50673,2021,N50673,2021/05/29 15:26:05,5.3,Sullivan Creek,49.19465,-117.732267
-121.7233,56.718,G80686,2021,G80686,2021/05/30 08:05:57,0.6,2km up 98 Road off HWY 97,56.718,-121.7233
-119.841767,49.803933,K50567,2021,K50567,2021/05/22 06:42:57,0.009,12.5 km Brenda Mines Rd,49.80393306,-119.84176694
-124.5186,49.307917,V70575,2021,V70575,2021/05/22 15:30:00,0.009,Redman Road,49.30791667,-124.5186
-126.265717,54.69155,R20582,2021,R20582,2021/05/22 13:00:00,0.004,Elbow FSR - N of Topley,54.69155,-126.265717
-122.474083,50.18995,V30694,2021,V30694,2021/06/01 02:00:00,0.009,Driftwood Bay,50.18995,-122.474083
-124.537,48.909083,V60704,2021,V60704,2021/06/02 00:42:35,0.009,East Nitinat River,48.909083,-124.537
-122.890833,50.216367,V30612,2021,V30612,2021/05/23 16:00:00,0.086,Soo River FSR 1.5km,50.216367,-122.890833
-121.501417,51.14255,C40618,2021,C40618,2021/05/23 20:10:36,0.05,Clinton,51.14255,-121.501417
-115.30045,49.123117,N10103,2021,N10103,2021/04/07 13:30:00,0.02,Linklater,49.123117,-115.30045
-124.502083,49.34875,V70176,2021,V70176,2021/04/12 00:00:00,0.02,Claymore Road,49.34875,-124.50208306
-119.472267,49.073467,K50191,2021,K50191,2021/04/13 19:04:37,1.7,Mica Creek,49.073467,-119.472267
-123.097617,51.94125,C50083,2021,C50083,2021/04/06 16:42:25,0.3,Lees Corner,51.94125,-123.097617
-123.406433,52.10395,C50086,2021,C50086,2021/04/06 19:30:07,5.4,Junction of Alexis Creek Nazko Rd and Hwy 20,52.10395,-123.406433
-123.0571,53.0325,C10286,2021,C10286,2021/01/01 12:00:02,12.5,8km mark on the 1200 Rd,53.0325,-123.0571
-115.456167,49.471017,N10288,2021,N10288,2021/04/18 13:23:13,1.23,Fenwick Rd,49.471017,-115.456167
-118.293633,49.695333,N60709,2021,N60709,2021/06/02 15:19:04,0.009,Burrell Creek,49.695333,-118.293633
-122.11695,52.127467,C20710,2021,C20710,2021/06/03 09:00:00,0.015,Williams Lake,52.127467,-122.11695
-120.25995,50.104617,K60230,2021,K60230,2021/04/15 09:50:26,500,Spahomin Creek,50.104617,-120.25995
-121.184133,56.412617,G80243,2021,G80243,2021/04/15 19:24:54,0.009,Red Creek Rd,56.412617,-121.184133
-115.897317,50.412083,N20067,2021,N20067,2021/04/05 15:30:00,5.5,Kootenay #3,50.412083,-115.897317
-124.406583,54.549133,G50082,2021,G50082,2021/04/06 14:54:45,0.2,Tachie Hwy, 5km W East of Binchie Reserve,54.54913306
-119.512567,49.336433,K50241,2021,K50241,2021/04/15 23:03:27,0.2,Allendale Lake Road,49.336433,-119.512567
-117.686317,49.352317,N50717,2021,N50717,2021/06/04 10:29:42,0.08,Mountain Ridge Road,49.352317,-117.686317
-125.36995,49.937917,V80744,2021,V80744,2021/06/04 00:00:00,0.01,Quinsam Lake,49.937917,-125.36995
-125.147283,52.231033,C50746,2021,C50746,2021/06/07 08:16:25,0.009,3km N of Hooch Lake,52.231033,-125.147283
-117.782733,49.120567,N50685,2021,N50685,2021/05/30 12:52:50,0.13,Topping Creek,49.120567,-117.782733
-124.024167,52.349783,C50695,2021,C50695,2021/06/01 07:49:26,0.009,Chilcotin River 1km N of Chilcotin Lake,52.349783,-124.024167
-122.03795,50.825,K70175,2021,K70175,2021/04/12 10:30:09,1.1,Apple Springs,50.825,-122.03795
-121.293017,50.553483,K20021,2021,K20021,2021/04/02 11:42:00,0.5,8km South of Ashcroft,50.553483,-121.293017
-120.856867,50.044083,K60062,2021,K60062,2021/04/04 17:00:19,50,Coldwater River,50.044083,-120.856867
-119.491,49.330567,K50063,2021,K50063,2021/04/04 17:03:10,0.4,Allendale Lake Road,49.330567,-119.491
-120.515733,50.083417,K60064,2021,K60064,2021/04/04 17:03:25,839,Quilchena Creek,50.083417,-120.515733
-121.154783,50.327583,K60066,2021,K60066,2021/04/05 15:12:53,0.8,Pimainus Ridge Road,50.327583,-121.154783
-116.8373,49.850433,N70178,2021,N70178,2021/04/12 14:19:11,0.023,Portman FSR,49.850433,-116.8373
-121.798017,50.636983,K70204,2021,K70204,2021/04/14 14:14:56,6.6,Fountain Valley Road,50.636983,-121.798017
-123.4002,52.106267,C50222,2021,C50222,2021/04/15 12:30:00,13.1,Alexis Creek Dump,52.106267,-123.4002
-121.849067,50.718733,K70228,2021,K70228,2021/04/15 15:40:00,4.9,S of Fountain Valley,50.718733,-121.849067
-122.621083,50.311533,V30164,2021,V30164,2021/04/10 18:30:36,0.3,Lillooet Lake Road Rodeo Grounds,50.311533,-122.621083
-119.87035,49.19695,K50065,2021,K50065,2021/04/05 15:40:00,3.39,East Road,49.19695,-119.87035
-119.821067,49.4094,K50121,2021,K50121,2021/04/08 11:45:35,1,Apex Mtn Turnoff,49.4094,-119.821067
-119.091907,50.227228,K40221,2021,K40221,2021/04/15 10:00:00,0.009,Learmouth Road,50.227228,-119.091907
-118.186166,49.063216,N60254,2021,N60254,2021/04/16 17:00:41,0.3,Haaglund Road,49.06321611,-118.18616611
-119.560867,49.1894,K50253,2021,K50253,2021/04/16 17:01:59,0.009,Oliver Water Tower,49.1894,-119.560867
-122.588083,50.46965,V30275,2021,V30275,2021/03/15 09:00:00,0.009,Gates Lake Creek,50.46965,-122.588083
-116.756417,49.447467,N70302,2021,N70302,2021/04/18 16:00:00,0.009,McGregor Creek,49.447467,-116.756417
-122.0494,49.0276,V10301,2021,V10301,2021/04/18 16:42:20,0.1,Columbia Valley Rd,49.0276,-122.0494
-122.3958,52.432083,C20304,2021,C20304,2021/04/18 19:20:00,0.3,W of Edmunds Rd,52.432083,-122.3958
-117.238533,49.57875,N70303,2021,N70303,2021/04/18 18:00:00,0.07,Duhamel Creek,49.57875,-117.238533
-116.556767,49.193367,N70346,2021,N70346,2021/04/20 13:30:22,0.33,Duck Cr FSR,49.193367,-116.556767
-124.7122,54.106283,G40347,2021,G40347,2021/04/20 14:31:18,0.009,Gala Bay Road,54.106283,-124.7122
-123.433383,49.395983,V50229,2021,V50229,2021/04/15 16:00:00,0.009,Keats Island,49.395983,-123.433383
-126.284467,54.502767,R20232,2021,R20232,2021/04/15 19:20:00,0.237,SE of Topley,54.502767,-126.284467
-121.2955,51.700117,C40252,2021,C40252,2021/04/16 16:37:54,0.15,103 Mile Lake,51.700117,-121.2955
-121.661,56.140017,G80251,2021,G80251,2021/04/16 15:56:46,1.13,Off Highway 29 East of Farrel Rd.,56.140017,-121.661
-116.098967,50.601533,N20262,2021,N20262,2021/04/17 10:38:45,13,Firland Ranch,50.601533,-116.098967
-122.812333,53.994933,G10282,2021,G10282,2021/04/18 10:00:00,0.009,Prince George,53.994933,-122.812333
-121.025233,50.173717,K60293,2021,K60293,2021/04/18 12:34:49,100,Petit Creek,50.173717,-121.025233
-121.405833,50.903667,K20295,2021,K20295,2021/04/18 14:30:24,0.3,Arrowstone Hills,50.903667,-121.405833
-122.604817,54.229317,G10296,2021,G10296,2021/04/18 12:09:37,0.009,HWY 97 S of Summit Lake,54.229317,-122.604817
-121.035133,50.18185,K60297,2021,K60297,2021/04/18 13:29:37,0.5,Buck Ridge,50.18185,-121.035133
-121.59855,50.80185,K20141,2021,K20141,2021/04/09 15:55:14,1.5,Morgan Flats,50.80185,-121.59855
-121.024717,50.1827,K60181,2021,K60181,2021/04/13 11:31:06,0.009,Petit Creek,50.1827,-121.024717
-119.755533,50.840567,K20182,2021,K20182,2021/04/13 12:55:45,0.73,Loakin-Bear Creek Road,50.840567,-119.755533
-125.065366,50.283866,V50207,2021,V50207,2021/04/14 16:37:49,0.1,North Rendezvous Island,50.28386611,-125.06536611
-119.376183,50.612717,K40256,2021,K40256,2021/04/16 20:11:21,0.009,Salmon River Rd,50.612717,-119.376183
-123.824717,51.48205,C50366,2021,C50366,2021/04/21 13:30:49,38.5,Elkins Ranch,51.48205,-123.824717
-116.988016,51.323283,N40161,2021,N40161,2021/04/10 03:30:20,0.009,Anderson Road,51.323283,-116.988016
-123.39585,52.0957,C50169,2021,C50169,2021/04/11 15:07:00,1.1,W Side of Bull Canyon,52.0957,-123.39585
-117.666183,49.398167,N50348,2021,N50348,2021/04/20 14:22:32,1.56,McDaniels,49.398167,-117.666183
-120.759817,50.11435,K60349,2021,K60349,2021/04/20 15:20:02,2,Hwy 5 and 97C Interchange,50.11435,-120.759817
-119.603967,49.65355,K50393,2021,K50393,2021/04/22 19:20:36,0.1,Chute Lake Road,49.65355,-119.603967
-120.6651,55.8277,G70403,2021,G70403,2021/04/23 14:00:00,1.66,6407 251 Road,55.8277,-120.6651
-121.224733,50.842183,K20409,2021,K20409,2021/04/25 06:00:00,0.02,Back Valley Road,50.842183,-121.224733
-121.566983,50.246983,K70411,2021,K70411,2021/04/24 14:22:54,0.74,Lytton Airstrip,50.246983,-121.566983
-119.756266,50.7571,K20001,2021,K20001,2021/04/01 13:20:00,22,Celewt Road,50.7571,-119.756266
-123.132967,51.948,C50023,2021,C50023,2021/04/02 15:45:24,6.4,2km W of Lees Corner,51.948,-123.132967
-123.106283,51.94175,C50024,2021,C50024,2021/04/02 16:45:15,3.04,1km W of Lees Corner,51.94175,-123.106283
-121.305617,50.48295,K70026,2021,K70026,2021/04/02 12:00:00,0.009,9 km N Spences Bridge,50.48295,-121.305617
-122.3225,54.101383,G10298,2021,G10298,2021/04/18 15:37:55,0.3,Willow River / Eaglette Lk,54.101383,-122.3225
-123.447717,48.587167,V60299,2021,V60299,2021/04/18 15:00:34,0.2,Hovey Road,48.58716694,-123.44771694
-121.100906,51.810555,C40396,2021,C40396,2021/04/23 09:00:00,25.2,Forest Grove,51.810555,-121.100906
-127.665183,55.247967,R40424,2021,R40424,2021/04/26 18:00:00,0.06,Anderson Flats Park,55.247967,-127.665183
-120.809217,50.407933,K60190,2021,K60190,2021/04/13 11:34:50,0.009,Guichon Creek,50.407933,-120.809217
-123.18905,52.035667,C50413,2021,C50413,2021/04/24 14:33:24,1.1,Anahim Flat,52.035667,-123.18905
-127.6116,55.268217,R40422,2021,R40422,2021/04/26 17:45:00,1.07,Six Mile Road,55.268217,-127.6116
-125.020183,54.085133,G40423,2021,G40423,2021/04/26 17:18:05,0.009,Endako,54.085133,-125.020183
-115.67355,49.593883,N10442,2021,N10442,2021/05/01 09:00:45,0.009,Eager Road,49.593883,-115.67355
-119.759533,49.28935,K50440,2021,K50440,2021/05/01 14:30:36,0.4,Grand Oro Road,49.28935,-119.759533
-124.646683,53.339917,G40450,2021,G40450,2021/05/03 19:04:48,0.2,TTM Camp 110 Kluskus,53.339917,-124.646683
-119.876267,50.748664,K20458,2021,K20458,2021/05/05 14:10:55,0.77,Pemberton Creek,50.74866389,-119.87626694
-115.671633,49.585667,N10474,2021,N10474,2021/05/07 10:25:41,0.009,Cranbrook Dump Rd,49.585667,-115.671633
-123.907433,49.076233,V70461,2021,V70461,2021/05/06 10:54:02,0.009,Nanaimo Lakes Road,49.076233,-123.907433
-122.693467,50.318583,V30467,2021,V30467,2021/05/06 15:54:30,2.1,Lillooet Lake Rd,50.318583,-122.693467
-115.9353,49.706833,N10482,2021,N10482,2021/05/10 12:30:09,0.009,Houle Creek,49.706833,-115.9353
-117.797417,49.334867,N50523,2021,N50523,2021/05/15 16:09:43,0.6,McCormick Creek,49.334867,-117.797417
-119.55505,49.966117,K50444,2021,K50444,2021/05/01 11:31:42,0.1,Old Tolko MIll site,49.966117,-119.55505
-121.296533,50.569317,K20499,2021,K20499,2021/05/13 15:20:00,7.34,Drinkwater Road,50.569317,-121.296533
-117.1356,49.145017,N50504,2021,N50504,2021/05/14 12:00:06,0.2,Sheep Creek,49.145017,-117.1356
-124.025917,49.0317,V60283,2021,V60283,2021/04/17 19:06:30,0.009,MacKay Lake FSR 10km,49.0317,-124.025917
-121.9746,49.287833,V10520,2021,V10520,2021/05/15 21:00:00,13,Chehalis FSR 5.5km,49.287833,-121.9746
-116.0732,49.098133,N70350,2021,N70350,2021/04/20 15:30:46,0.709,Hwy 3,49.098133,-116.0732
-126.8278,53.852,R20519,2021,R20519,2021/05/15 08:00:00,0.01,Shelford Lake,53.852,-126.8278
-115.75975,49.452783,N10521,2021,N10521,2021/05/15 13:23:32,0.1,Hidden Valley,49.452783,-115.75975
-121.822167,49.602467,V10532,2021,V10532,2021/05/16 17:35:04,17.71,Silver River,49.602467,-121.822167
-115.5237,49.577833,N10533,2021,N10533,2021/05/16 17:00:28,0.009,Horseshoe Lake,49.577833,-115.5237
-117.519433,49.64095,N50531,2021,N50531,2021/05/14 12:42:01,0.114,Trozzo Creek,49.64095,-117.519433
-119.464167,49.461067,K50460,2021,K50460,2021/05/05 18:04:45,0.009,Ellis Creek,49.461067,-119.464167
-119.589033,49.636267,K50547,2021,K50547,2021/05/18 18:58:23,0.37,Little Tunnel,49.636267,-119.589033
-124.406,49.309717,V70568,2021,V70568,2021/05/22 12:00:00,0.3,Shawn Road #2,49.309717,-124.406
-120.886567,55.930133,G70433,2021,G70433,2021/04/30 13:32:20,0.6,Sanataa Rd,55.930133,-120.886567
-123.279717,52.127533,C50579,2021,C50579,2021/05/22 15:00:00,0.43,Anah Lake Fuel Managment,52.127533,-123.279717
-124.50905,49.3577,V70580,2021,V70580,2021/05/22 17:00:51,0.009,LIttle Qualicum River,49.3577,-124.50905
-123.244283,49.547667,V30581,2021,V30581,2021/05/22 17:30:24,0.2,Porteau Road off Ramp,49.547667,-123.244283
-128.62795,54.109,R50631,2021,R50631,2021/05/24 12:00:00,0.018,Wedeene FSR, next to Kitimat River,54.109
-118.245867,49.095383,N60646,2021,N60646,2021/05/25 12:27:47,0.003,Stewart Creek,49.095383,-118.245867
-119.698083,49.037083,K50645,2021,K50645,2021/05/25 12:50:00,1.14,Nighthawk,49.037083,-119.698083
-122.144033,49.1839,V10640,2021,V10640,2021/05/24 18:29:02,0.009,Norrish Creek,49.1839,-122.144033
-122.65795,50.5662,V30657,2021,V30657,2021/05/23 11:48:17,0.009,Birkenhead Campground,50.5662,-122.65795
-120.29105,49.435283,K60666,2021,K60666,2021/05/29 18:34:29,0.1,Old Hedley Road,49.435283,-120.29105
-121.973617,50.667367,K70382,2021,K70382,2021/04/22 11:30:00,0.009,Seton Lake Canal,50.667367,-121.973617
-117.48105,50.099017,N50453,2021,N50453,2021/05/04 16:30:00,0.1,Arthur Creek,50.099017,-117.48105
-120.00275,50.679883,K20452,2021,K20452,2021/05/02 15:08:57,0.07,King Lake,50.679883,-120.00275
-124.002711,49.005167,V70650,2021,V70650,2021/05/26 08:00:26,0.009,Gerald Island,49.00516722,-124.00271111
-126.20745,50.587117,V80459,2021,V80459,2021/05/05 17:48:52,0.009,Hadley Bay,50.587117,-126.20745
-128.628983,54.446083,R50518,2021,R50518,2021/05/15 16:13:21,4.3,Matson Road,54.446083,-128.628983
-119.311533,52.991283,G30668,2021,G30668,2021/05/30 10:00:38,0.009,8.5 East of HWY 5 & HWY 16,52.991283,-119.311533
-123.10925,51.924467,C50162,2021,C50162,2021/04/10 16:30:00,2.71,W of Stone Creek Reserve on Stone Rd,51.924467,-123.10925
-122.625717,50.308917,V30163,2021,V30163,2021/04/10 17:00:00,0.009,Mt. Currie Rodeo Grounds,50.308917,-122.625717
-120.759067,50.736267,K20226,2021,K20226,2021/04/15 14:59:17,3.3,Six Mile Lk,50.736267,-120.759067
-121.191683,56.5076,G80662,2021,G80662,2021/05/26 11:00:45,4,Mile 70,56.5076,-121.191683
-123.964033,52.13045,C50397,2021,C50397,2021/04/23 12:20:00,0.3,Redstone Rodeo Grounds,52.13045,-123.964033
-121.939933,55.6124,G70477,2021,G70477,2021/05/08 11:10:00,20,25km W of Chetwynd,55.6124,-121.939933
