,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
418,19,EC_raw,112G8L1,6658,Summerland,8668,BC,-119.6383889,49.56372222,454.2,2012-11-12,2012-11-12,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
419,19,EC_raw,112G8L1,6658,Summerland,8669,BC,-119.6486944,49.56255556,454.2,2012-11-14,2012-11-15,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
420,19,EC_raw,112G8L1,6658,Summerland,8670,BC,-119.6383889,49.56372222,454.2,2012-11-13,2020-09-17,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
421,19,EC_raw,112G8L1,6658,Summerland,8671,BC,-119.6486944,49.56255556,454.2,2012-11-15,2012-11-16,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
422,19,EC_raw,112G8L1,6658,Summerland,8672,BC,-119.6383889,49.56372222,454.2,2012-11-14,2012-11-14,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
423,19,EC_raw,112G8L1,6658,Summerland,8673,BC,-119.6486944,49.56255556,454.2,2012-11-16,2012-11-17,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
424,19,EC_raw,112G8L1,6658,Summerland,8674,BC,-119.6383889,49.56372222,454.2,2012-11-15,2012-11-15,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
425,19,EC_raw,112G8L1,6658,Summerland,8675,BC,-119.6486944,49.56255556,454.2,2012-11-17,2012-11-18,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
426,19,EC_raw,112G8L1,6658,Summerland,8676,BC,-119.6383889,49.56372222,454.2,2012-11-16,2023-01-23,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
427,19,EC_raw,112G8L1,6658,Summerland,8677,BC,-119.6486944,49.56255556,454.2,2012-11-18,2012-11-19,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
428,19,EC_raw,112G8L1,6658,Summerland,8678,BC,-119.6383889,49.56372222,454.2,2012-11-17,2012-11-17,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
429,19,EC_raw,112G8L1,6658,Summerland,8679,BC,-119.6486944,49.56255556,454.2,2012-11-19,2012-11-20,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
430,19,EC_raw,112G8L1,6658,Summerland,8680,BC,-119.6383889,49.56372222,454.2,2012-11-18,2012-11-18,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
431,19,EC_raw,112G8L1,6658,Summerland,8681,BC,-119.6486944,49.56255556,454.2,2012-11-20,2024-01-14,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
432,19,EC_raw,112G8L1,6658,Summerland,8682,BC,-119.6383889,49.56372222,454.2,2012-11-19,2012-11-19,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
433,19,EC_raw,112G8L1,6658,Summerland,8683,BC,-119.6486944,49.56255556,454.2,2012-11-21,2012-11-22,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
434,19,EC_raw,112G8L1,6658,Summerland,8684,BC,-119.6383889,49.56372222,454.2,2012-11-20,2012-11-20,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
435,19,EC_raw,112G8L1,6658,Summerland,8685,BC,-119.6486944,49.56255556,454.2,2012-11-22,2012-11-23,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
436,19,EC_raw,112G8L1,6658,Summerland,8686,BC,-119.6383889,49.56372222,454.2,2012-11-21,2012-11-21,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
437,19,EC_raw,112G8L1,6658,Summerland,12083,BC,-119.6486944,49.56255556,454.2,2012-11-23,2012-11-24,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
438,19,EC_raw,112G8L1,6658,Summerland,12084,BC,-119.6383889,49.56372222,454.2,2012-11-22,2012-11-22,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
439,19,EC_raw,112G8L1,6658,Summerland,12085,BC,-119.6486944,49.56255556,454.2,2012-11-24,2012-11-25,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
440,19,EC_raw,112G8L1,6658,Summerland,12086,BC,-119.6383889,49.56372222,454.2,2012-11-23,2012-11-23,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
441,19,EC_raw,112G8L1,6658,Summerland,12087,BC,-119.6486944,49.56255556,454.2,2012-11-25,2012-11-26,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
442,19,EC_raw,112G8L1,6658,Summerland,12088,BC,-119.6383889,49.56372222,454.2,2012-11-24,2012-11-24,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
443,19,EC_raw,112G8L1,6658,Summerland,12089,BC,-119.6486944,49.56255556,454.2,2012-11-26,2012-11-27,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
444,19,EC_raw,112G8L1,6658,Summerland,12090,BC,-119.6383889,49.56372222,454.2,2012-11-25,2012-11-25,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
445,19,EC_raw,112G8L1,6658,Summerland,12091,BC,-119.6486944,49.56255556,454.2,2012-11-27,2012-11-28,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
446,19,EC_raw,112G8L1,6658,Summerland,12092,BC,-119.6383889,49.56372222,454.2,2012-11-26,2012-11-26,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
447,19,EC_raw,112G8L1,6658,Summerland,12093,BC,-119.6486944,49.56255556,454.2,2012-11-28,2012-11-30,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
448,19,EC_raw,112G8L1,6658,Summerland,12094,BC,-119.6383889,49.56372222,454.2,2012-11-28,2012-11-28,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
449,19,EC_raw,112G8L1,6658,Summerland,12095,BC,-119.6486944,49.56255556,454.2,2012-11-30,2012-12-01,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
450,19,EC_raw,112G8L1,6658,Summerland,12096,BC,-119.6383889,49.56372222,454.2,2012-11-29,2012-11-29,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
451,19,EC_raw,112G8L1,6658,Summerland,12097,BC,-119.6486944,49.56255556,454.2,2012-12-01,2012-12-02,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
452,19,EC_raw,112G8L1,6658,Summerland,12098,BC,-119.6383889,49.56372222,454.2,2012-11-30,2012-11-30,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
453,19,EC_raw,112G8L1,6658,Summerland,12099,BC,-119.6486944,49.56255556,454.2,2012-12-02,2012-12-03,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
454,19,EC_raw,112G8L1,6658,Summerland,12100,BC,-119.6383889,49.56372222,454.2,2012-12-01,2012-12-01,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
455,19,EC_raw,112G8L1,6658,Summerland,12101,BC,-119.6486944,49.56255556,454.2,2012-12-03,2012-12-04,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
456,19,EC_raw,112G8L1,6658,Summerland,12102,BC,-119.6383889,49.56372222,454.2,2012-12-02,2012-12-02,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
457,19,EC_raw,112G8L1,6658,Summerland,12103,BC,-119.6486944,49.56255556,454.2,2012-12-04,2012-12-05,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
458,19,EC_raw,112G8L1,6658,Summerland,12104,BC,-119.6383889,49.56372222,454.2,2012-12-03,2012-12-03,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
459,19,EC_raw,112G8L1,6658,Summerland,12105,BC,-119.6486944,49.56255556,454.2,2012-12-05,2012-12-06,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
460,19,EC_raw,112G8L1,6658,Summerland,12106,BC,-119.6383889,49.56372222,454.2,2012-12-04,2012-12-04,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
461,19,EC_raw,112G8L1,6658,Summerland,12107,BC,-119.6486944,49.56255556,454.2,2012-12-06,2012-12-07,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
462,19,EC_raw,112G8L1,6658,Summerland,12108,BC,-119.6383889,49.56372222,454.2,2012-12-05,2012-12-05,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
463,19,EC_raw,112G8L1,6658,Summerland,12110,BC,-119.6486944,49.56255556,454.2,2012-12-07,2012-12-08,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
464,19,EC_raw,112G8L1,6658,Summerland,12111,BC,-119.6383889,49.56372222,454.2,2012-12-06,2012-12-06,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
465,19,EC_raw,112G8L1,6658,Summerland,12112,BC,-119.6486944,49.56255556,454.2,2012-12-08,2012-12-09,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
466,19,EC_raw,112G8L1,6658,Summerland,12113,BC,-119.6383889,49.56372222,454.2,2012-12-07,2012-12-07,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
467,19,EC_raw,112G8L1,6658,Summerland,12115,BC,-119.6486944,49.56255556,454.2,2012-12-09,2012-12-10,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
468,19,EC_raw,112G8L1,6658,Summerland,12117,BC,-119.6383889,49.56372222,454.2,2012-12-08,2012-12-08,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
469,19,EC_raw,112G8L1,6658,Summerland,12119,BC,-119.6486944,49.56255556,454.2,2012-12-10,2012-12-11,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
470,19,EC_raw,112G8L1,6658,Summerland,12121,BC,-119.6383889,49.56372222,454.2,2012-12-09,2012-12-09,Daily,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
