station_observations
air_temp, min_air_temp_snc_last_reset, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
18.5, 18.5, -7999.0, 21.4, 60.0, 2021-08-28 23:00:00, 10.0
17.5, 17.3, -7999.0, 21.4, 70.0, 2021-08-29 00:00:00, 12.0
16.7, 16.6, -7999.0, 21.4, 81.0, 2021-08-29 01:00:00, 13.0
16.3, 16.2, -7999.0, 21.4, 95.0, 2021-08-29 02:00:00, 15.0
16.1, 16.0, -7999.0, 21.4, 92.0, 2021-08-29 03:00:00, 15.0
None, 6999.0, -7999.0, 21.4, 0.0, 2021-08-29 04:00:00, 1031.0
None, 6999.0, -7999.0, 21.4, 0.0, 2021-08-29 05:00:00, 1031.0
None, 6999.0, -7999.0, 21.4, 0.0, 2021-08-29 06:00:00, 1108.0
None, 6999.0, -7999.0, 24.2, 0.0, 2021-08-29 07:00:00, 940.0
16.6, 15.4, -7999.0, 24.2, 99.0, 2021-08-29 08:00:00, 16.0
16.7, 15.4, -7999.0, 24.2, 95.0, 2021-08-29 09:00:00, 16.0
17.7, 15.4, -7999.0, 24.2, 78.0, 2021-08-29 10:00:00, 14.0
18.0, 15.4, -7999.0, 24.2, 73.0, 2021-08-29 11:00:00, 13.0
19.2, 15.4, -7999.0, 24.2, 63.0, 2021-08-29 12:00:00, 12.0
20.1, 15.4, -7999.0, 24.2, 66.0, 2021-08-29 13:00:00, 13.0
20.3, 15.4, -7999.0, 24.2, 65.0, 2021-08-29 14:00:00, 13.0
21.1, 15.4, -7999.0, 24.2, 60.0, 2021-08-29 15:00:00, 13.0
21.4, 15.4, -7999.0, 24.2, 60.0, 2021-08-29 16:00:00, 13.0
21.3, 15.4, -7999.0, 24.2, 60.0, 2021-08-29 17:00:00, 13.0
20.7, 15.4, -7999.0, 24.2, 63.0, 2021-08-29 18:00:00, 14.0
20.8, 20.6, -7999.0, 20.8, 59.0, 2021-08-29 19:00:00, 13.0
20.2, 20.2, -7999.0, 20.9, 60.0, 2021-08-29 20:00:00, 12.0
19.6, 19.5, -7999.0, 20.9, 64.0, 2021-08-29 21:00:00, 13.0
19.1, 19.1, -7999.0, 20.9, 66.0, 2021-08-29 22:00:00, 12.0
19.7, 18.6, -7999.0, 20.9, 60.0, 2021-08-29 23:00:00, 12.0
18.3, 17.7, -7999.0, 20.9, 70.0, 2021-08-30 00:00:00, 13.0
15.9, 15.9, -7999.0, 20.9, 100.0, 2021-08-30 01:00:00, 16.0
None, 6999.0, -7999.0, 20.9, 0.0, 2021-08-30 02:00:00, 940.0
14.6, -6415.0, -7999.0, 20.9, 85.0, 2021-08-30 03:00:00, 12.0
13.7, -6415.0, -7999.0, 20.9, 93.0, 2021-08-30 04:00:00, 13.0
13.2, -6415.0, -7999.0, 20.9, 100.0, 2021-08-30 05:00:00, 13.0
13.0, 12.9, -7999.0, 20.9, 100.0, 2021-08-30 06:00:00, 13.0
None, 6999.0, -7999.0, 13.1, 0.0, 2021-08-30 07:00:00, 940.0
None, 6999.0, -7999.0, 13.1, 0.0, 2021-08-30 08:00:00, 1031.0
13.1, -571.8, -7999.0, 13.2, 84.0, 2021-08-30 09:00:00, 10.0
13.3, -571.8, -7999.0, 13.6, 74.0, 2021-08-30 10:00:00, 9.0
13.5, -571.8, -7999.0, 14.1, 72.0, 2021-08-30 11:00:00, 9.0
13.7, -571.8, -7999.0, 14.3, 69.0, 2021-08-30 12:00:00, 8.0
14.4, -571.8, -7999.0, 14.8, 60.0, 2021-08-30 13:00:00, 7.0
15.2, -571.8, -7999.0, 15.3, 58.0, 2021-08-30 14:00:00, 7.0
15.3, -571.8, -7999.0, 16.0, 58.0, 2021-08-30 15:00:00, 7.0
15.1, -571.8, -7999.0, 16.0, 60.0, 2021-08-30 16:00:00, 7.0
14.8, -571.8, -7999.0, 16.0, 61.0, 2021-08-30 17:00:00, 8.0
14.9, -571.8, -7999.0, 16.0, 60.0, 2021-08-30 18:00:00, 7.0
15.3, 14.8, -7999.0, 15.3, 59.0, 2021-08-30 19:00:00, 7.0
14.9, 14.8, -7999.0, 15.5, 61.0, 2021-08-30 20:00:00, 7.0
14.5, 14.3, -7999.0, 15.5, 66.0, 2021-08-30 21:00:00, 8.0
13.8, 13.6, -7999.0, 15.5, 72.0, 2021-08-30 22:00:00, 9.0
13.6, 13.3, -7999.0, 15.5, 66.0, 2021-08-30 23:00:00, 7.0
13.9, 13.3, -7999.0, 15.5, 67.0, 2021-08-31 00:00:00, 8.0
12.6, 12.8, -7999.0, 15.5, 75.0, 2021-08-31 01:00:00, 8.0
12.3, -575.8, -7999.0, 15.5, 100.0, 2021-08-31 02:00:00, 12.0
11.9, -2325.0, -7999.0, 15.5, 100.0, 2021-08-31 03:00:00, 12.0
12.3, -2325.0, -7999.0, 15.5, 100.0, 2021-08-31 04:00:00, 12.0
None, 6999.0, -7999.0, 15.5, 0.0, 2021-08-31 05:00:00, 1031.0
12.1, -2909.0, -7999.0, 15.5, 97.0, 2021-08-31 06:00:00, 12.0
12.1, 11.9, -7999.0, 12.2, 86.0, 2021-08-31 07:00:00, 10.0
12.2, 11.9, -7999.0, 12.5, 82.0, 2021-08-31 08:00:00, 9.0
12.5, 11.9, -7999.0, 12.6, 80.0, 2021-08-31 09:00:00, 9.0
13.1, 11.9, -7999.0, 13.3, 78.0, 2021-08-31 10:00:00, 10.0
13.6, 11.9, -7999.0, 13.6, 64.0, 2021-08-31 11:00:00, 7.0
13.2, 11.9, -7999.0, 13.9, 78.0, 2021-08-31 12:00:00, 9.0
13.1, 11.9, -7999.0, 13.9, 78.0, 2021-08-31 13:00:00, 9.0
14.0, 11.9, -7999.0, 14.0, 69.0, 2021-08-31 14:00:00, 8.0
14.5, 11.9, -7999.0, 14.6, 64.0, 2021-08-31 15:00:00, 8.0
15.3, 11.9, -7999.0, 15.5, 58.0, 2021-08-31 16:00:00, 7.0
14.8, 11.9, -7999.0, 15.7, 62.0, 2021-08-31 17:00:00, 7.0
15.6, 11.9, -7999.0, 15.7, 58.0, 2021-08-31 18:00:00, 7.0
15.1, 14.9, -7999.0, 15.8, 56.0, 2021-08-31 19:00:00, 6.0
14.7, 14.6, -7999.0, 15.8, 57.0, 2021-08-31 20:00:00, 6.0
14.4, 14.2, -7999.0, 15.8, 68.0, 2021-08-31 21:00:00, 9.0
13.8, 13.7, -7999.0, 15.8, 75.0, 2021-08-31 22:00:00, 10.0
13.9, 13.6, -7999.0, 15.8, 70.0, 2021-08-31 23:00:00, 8.0
13.7, 13.4, -7999.0, 15.8, 70.0, 2021-09-01 00:00:00, 8.0
12.9, 12.8, -7999.0, 15.8, 80.0, 2021-09-01 01:00:00, 10.0
12.5, 12.4, -7999.0, 15.8, 77.0, 2021-09-01 02:00:00, 8.0
12.2, 11.9, -7999.0, 15.8, 76.0, 2021-09-01 03:00:00, 8.0
12.3, 11.9, -7999.0, 15.8, 76.0, 2021-09-01 04:00:00, 8.0
12.0, 11.9, -7999.0, 15.8, 79.0, 2021-09-01 05:00:00, 8.0
11.2, 11.2, -7999.0, 15.8, 89.0, 2021-09-01 06:00:00, 9.0
11.3, 10.8, -7999.0, 11.6, 85.0, 2021-09-01 07:00:00, 9.0
11.2, 10.8, -7999.0, 11.6, 87.0, 2021-09-01 08:00:00, 9.0
13.5, 10.8, -7999.0, 13.3, 77.0, 2021-09-01 09:00:00, 10.0
13.9, 10.8, -7999.0, 14.5, 72.0, 2021-09-01 10:00:00, 9.0
14.9, 10.8, -7999.0, 14.7, 67.0, 2021-09-01 11:00:00, 9.0
15.5, 10.8, -7999.0, 15.3, 65.0, 2021-09-01 12:00:00, 9.0
15.4, 10.8, -7999.0, 15.7, 63.0, 2021-09-01 13:00:00, 8.0
16.2, 10.8, -7999.0, 16.2, 62.0, 2021-09-01 14:00:00, 9.0
17.9, 10.8, -7999.0, 18.0, 59.0, 2021-09-01 15:00:00, 10.0
18.2, 10.8, -7999.0, 18.5, 58.0, 2021-09-01 16:00:00, 10.0
18.9, 10.8, -7999.0, 19.2, 51.0, 2021-09-01 17:00:00, 8.0
19.1, 10.8, -7999.0, 19.6, 52.0, 2021-09-01 18:00:00, 9.0
18.2, 18.0, -7999.0, 20.0, 60.0, 2021-09-01 19:00:00, 10.0
18.6, 17.9, -7999.0, 20.0, 59.0, 2021-09-01 20:00:00, 10.0
18.2, 17.0, -7999.0, 20.0, 54.0, 2021-09-01 21:00:00, 9.0
17.2, 17.0, -7999.0, 20.0, 63.0, 2021-09-01 22:00:00, 10.0
18.1, 16.9, -7999.0, 20.0, 59.0, 2021-09-01 23:00:00, 10.0
17.0, 16.9, -7999.0, 20.0, 64.0, 2021-09-02 00:00:00, 10.0
17.3, 16.6, -7999.0, 20.0, 62.0, 2021-09-02 01:00:00, 10.0
16.0, 15.9, -7999.0, 20.0, 70.0, 2021-09-02 02:00:00, 11.0
15.7, 15.5, -7999.0, 20.0, 70.0, 2021-09-02 03:00:00, 10.0
16.9, 15.4, -7999.0, 20.0, 61.0, 2021-09-02 04:00:00, 10.0
16.1, 15.4, -7999.0, 20.0, 63.0, 2021-09-02 05:00:00, 9.0
15.5, 15.1, -7999.0, 20.0, 65.0, 2021-09-02 06:00:00, 9.0
15.4, 14.7, -7999.0, 15.7, 63.0, 2021-09-02 07:00:00, 8.0
15.9, 14.7, -7999.0, 15.8, 66.0, 2021-09-02 08:00:00, 10.0
16.1, 14.7, -7999.0, 16.4, 63.0, 2021-09-02 09:00:00, 9.0
16.4, 14.7, -7999.0, 17.3, 63.0, 2021-09-02 10:00:00, 9.0
17.3, 14.7, -7999.0, 17.3, 61.0, 2021-09-02 11:00:00, 10.0
18.7, 14.7, -7999.0, 18.8, 57.0, 2021-09-02 12:00:00, 10.0
19.6, 14.7, -7999.0, 19.7, 46.0, 2021-09-02 13:00:00, 8.0
20.8, 14.7, -7999.0, 20.8, 44.0, 2021-09-02 14:00:00, 8.0
22.5, 14.7, -7999.0, 22.6, 34.0, 2021-09-02 15:00:00, 6.0
22.7, 14.7, -7999.0, 22.9, 32.0, 2021-09-02 16:00:00, 5.0
22.8, 14.7, -7999.0, 23.1, 35.0, 2021-09-02 17:00:00, 7.0
22.3, 14.7, -7999.0, 23.1, 36.0, 2021-09-02 18:00:00, 7.0
22.5, 22.2, -7999.0, 22.7, 30.0, 2021-09-02 19:00:00, 4.0
22.0, 21.8, -7999.0, 22.7, 27.0, 2021-09-02 20:00:00, 2.0
21.5, 21.4, -7999.0, 22.7, 32.0, 2021-09-02 21:00:00, 4.0
21.2, 20.6, -7999.0, 22.7, 30.0, 2021-09-02 22:00:00, 3.0
19.1, 18.7, -7999.0, 22.7, 56.0, 2021-09-02 23:00:00, 10.0
19.2, 18.7, -7999.0, 22.7, 46.0, 2021-09-03 00:00:00, 7.0
18.1, 17.9, -7999.0, 22.7, 49.0, 2021-09-03 01:00:00, 7.0
18.4, 17.9, -7999.0, 22.7, 48.0, 2021-09-03 02:00:00, 7.0
16.2, 16.0, -7999.0, 22.7, 57.0, 2021-09-03 03:00:00, 8.0
16.6, 15.8, -7999.0, 22.7, 53.0, 2021-09-03 04:00:00, 7.0
17.2, 15.8, -7999.0, 22.7, 50.0, 2021-09-03 05:00:00, 7.0
16.1, 15.8, -7999.0, 22.7, 57.0, 2021-09-03 06:00:00, 8.0
15.4, 15.1, -7999.0, 16.5, 61.0, 2021-09-03 07:00:00, 8.0
17.1, 15.1, -7999.0, 17.1, 52.0, 2021-09-03 08:00:00, 7.0
16.9, 15.1, -7999.0, 17.4, 55.0, 2021-09-03 09:00:00, 8.0
17.2, 15.1, -7999.0, 17.5, 54.0, 2021-09-03 10:00:00, 8.0
17.8, 15.1, -7999.0, 18.3, 50.0, 2021-09-03 11:00:00, 8.0
18.6, 15.1, -7999.0, 19.2, 47.0, 2021-09-03 12:00:00, 7.0
18.6, 15.1, -7999.0, 19.2, 49.0, 2021-09-03 13:00:00, 8.0
19.9, 15.1, -7999.0, 20.4, 47.0, 2021-09-03 14:00:00, 8.0
19.9, 15.1, -7999.0, 20.5, 46.0, 2021-09-03 15:00:00, 8.0
20.0, 15.1, -7999.0, 20.9, 44.0, 2021-09-03 16:00:00, 7.0
20.3, 15.1, -7999.0, 20.9, 44.0, 2021-09-03 17:00:00, 8.0
18.9, 15.1, -7999.0, 20.9, 55.0, 2021-09-03 18:00:00, 9.0
19.1, 18.7, -7999.0, 19.2, 53.0, 2021-09-03 19:00:00, 9.0
19.1, 18.7, -7999.0, 19.4, 52.0, 2021-09-03 20:00:00, 9.0
19.0, 18.5, -7999.0, 19.7, 55.0, 2021-09-03 21:00:00, 10.0
19.5, 18.5, -7999.0, 19.7, 51.0, 2021-09-03 22:00:00, 9.0
19.3, 18.5, -7999.0, 20.3, 53.0, 2021-09-03 23:00:00, 9.0
17.5, 17.3, -7999.0, 20.3, 61.0, 2021-09-04 00:00:00, 10.0
17.1, 16.8, -7999.0, 20.3, 67.0, 2021-09-04 01:00:00, 11.0
16.8, 16.3, -7999.0, 20.3, 66.0, 2021-09-04 02:00:00, 10.0
16.8, 16.3, -7999.0, 20.3, 64.0, 2021-09-04 03:00:00, 10.0
17.2, 16.3, -7999.0, 20.3, 58.0, 2021-09-04 04:00:00, 9.0
16.7, 16.3, -7999.0, 20.3, 61.0, 2021-09-04 05:00:00, 9.0
15.3, 15.2, -7999.0, 20.3, 68.0, 2021-09-04 06:00:00, 9.0
15.3, 14.9, -7999.0, 16.4, 69.0, 2021-09-04 07:00:00, 10.0
16.2, 14.9, -7999.0, 16.4, 60.0, 2021-09-04 08:00:00, 8.0
16.1, 14.9, -7999.0, 16.6, 65.0, 2021-09-04 09:00:00, 9.0
17.2, 14.9, -7999.0, 17.3, 63.0, 2021-09-04 10:00:00, 10.0
18.0, 14.9, -7999.0, 18.0, 57.0, 2021-09-04 11:00:00, 10.0
19.0, 14.9, -7999.0, 19.2, 48.0, 2021-09-04 12:00:00, 8.0
19.7, 14.9, -7999.0, 19.9, 46.0, 2021-09-04 13:00:00, 8.0
18.4, 14.9, -7999.0, 19.9, 58.0, 2021-09-04 14:00:00, 10.0
17.7, 14.9, -7999.0, 19.9, 64.0, 2021-09-04 15:00:00, 11.0
15.9, 14.9, -7999.0, 19.9, 76.0, 2021-09-04 16:00:00, 12.0
14.6, 14.5, -7999.0, 19.9, 100.0, 2021-09-04 17:00:00, 15.0
14.5, 14.3, -7999.0, 19.9, 100.0, 2021-09-04 18:00:00, 14.0
14.9, 14.5, -7999.0, 15.1, 100.0, 2021-09-04 19:00:00, 15.0
15.1, 14.5, -7999.0, 15.3, 100.0, 2021-09-04 20:00:00, 15.0
14.9, 14.5, -7999.0, 15.3, 100.0, 2021-09-04 21:00:00, 15.0
15.8, 14.5, -7999.0, 16.0, 83.0, 2021-09-04 22:00:00, 13.0
15.0, 14.5, -7999.0, 16.0, 100.0, 2021-09-04 23:00:00, 15.0
14.9, 14.5, -7999.0, 16.0, 100.0, 2021-09-05 00:00:00, 15.0
15.0, 14.5, -7999.0, 16.0, 100.0, 2021-09-05 01:00:00, 15.0
None, 6999.0, -7999.0, 16.0, 0.0, 2021-09-05 02:00:00, 940.0
15.2, -1157.0, -7999.0, 16.2, 100.0, 2021-09-05 03:00:00, 15.0
14.9, -1154.0, -7999.0, 16.2, 100.0, 2021-09-05 04:00:00, 15.0
None, 6999.0, -7999.0, 16.2, 0.0, 2021-09-05 05:00:00, 1031.0
None, 6999.0, -7999.0, 16.2, 0.0, 2021-09-05 06:00:00, 1031.0
None, 6999.0, -7999.0, 24.0, 0.0, 2021-09-05 07:00:00, 1031.0
None, 6999.0, -7999.0, 24.0, 0.0, 2021-09-05 08:00:00, 940.0
None, 6999.0, -7999.0, 24.0, 0.0, 2021-09-05 09:00:00, 940.0
None, 6999.0, -7999.0, 24.0, 0.0, 2021-09-05 10:00:00, 1031.0
16.3, -3491.0, -7999.0, 24.0, 100.0, 2021-09-05 11:00:00, 16.0
17.2, -3491.0, -7999.0, 24.0, 98.0, 2021-09-05 12:00:00, 17.0
17.7, -3491.0, -7999.0, 24.0, 95.0, 2021-09-05 13:00:00, 17.0
18.5, -3491.0, -7999.0, 24.0, 81.0, 2021-09-05 14:00:00, 15.0
19.0, -3491.0, -7999.0, 24.0, 75.0, 2021-09-05 15:00:00, 15.0
19.8, -3491.0, -7999.0, 24.0, 72.0, 2021-09-05 16:00:00, 14.0
19.6, -3491.0, -7999.0, 24.0, 70.0, 2021-09-05 17:00:00, 14.0
21.0, -3491.0, -7999.0, 24.0, 65.0, 2021-09-05 18:00:00, 14.0
18.9, 18.9, -7999.0, 21.1, 81.0, 2021-09-05 19:00:00, 16.0
18.0, 18.0, -7999.0, 21.1, 87.0, 2021-09-05 20:00:00, 16.0
17.6, 17.5, -7999.0, 21.1, 95.0, 2021-09-05 21:00:00, 17.0
17.6, 17.2, -7999.0, 21.1, 100.0, 2021-09-05 22:00:00, 18.0
18.5, 17.2, -7999.0, 21.1, 85.0, 2021-09-05 23:00:00, 16.0
17.4, 17.2, -7999.0, 21.1, 99.0, 2021-09-06 00:00:00, 17.0
16.9, 16.5, -7999.0, 21.1, 100.0, 2021-09-06 01:00:00, 17.0
16.7, 16.4, -7999.0, 21.1, 91.0, 2021-09-06 02:00:00, 15.0
15.3, 15.3, -7999.0, 21.1, 100.0, 2021-09-06 03:00:00, 15.0
15.1, 15.1, -7999.0, 21.1, 100.0, 2021-09-06 04:00:00, 15.0
14.8, 14.8, -7999.0, 21.1, 100.0, 2021-09-06 05:00:00, 15.0
14.6, 14.3, -7999.0, 21.1, 89.0, 2021-09-06 06:00:00, 13.0
14.1, 14.0, -7999.0, 14.8, 94.0, 2021-09-06 07:00:00, 13.0
13.6, 13.5, -7999.0, 14.8, 100.0, 2021-09-06 08:00:00, 14.0
13.8, 13.4, -7999.0, 14.8, 99.0, 2021-09-06 09:00:00, 14.0
15.0, 13.4, -7999.0, 15.1, 82.0, 2021-09-06 10:00:00, 12.0
16.4, 13.4, -7999.0, 16.4, 72.0, 2021-09-06 11:00:00, 11.0
17.3, 13.4, -7999.0, 17.5, 66.0, 2021-09-06 12:00:00, 11.0
17.6, 13.4, -7999.0, 17.8, 66.0, 2021-09-06 13:00:00, 11.0
18.5, 13.4, -7999.0, 19.1, 64.0, 2021-09-06 14:00:00, 12.0
19.1, 13.4, -7999.0, 19.2, 57.0, 2021-09-06 15:00:00, 10.0
19.4, 13.4, -7999.0, 19.6, 55.0, 2021-09-06 16:00:00, 10.0
20.0, 13.4, -7999.0, 20.1, 55.0, 2021-09-06 17:00:00, 11.0
19.6, 13.4, -7999.0, 20.1, 56.0, 2021-09-06 18:00:00, 10.0
19.5, 19.5, -7999.0, 19.9, 58.0, 2021-09-06 19:00:00, 11.0
19.5, 19.4, -7999.0, 19.9, 56.0, 2021-09-06 20:00:00, 10.0
18.5, 18.5, -7999.0, 19.9, 66.0, 2021-09-06 21:00:00, 12.0
18.5, 17.5, -7999.0, 19.9, 66.0, 2021-09-06 22:00:00, 12.0
18.0, 17.5, -7999.0, 19.9, 69.0, 2021-09-06 23:00:00, 12.0
18.3, 17.5, -7999.0, 19.9, 66.0, 2021-09-07 00:00:00, 12.0
17.3, 17.2, -7999.0, 19.9, 73.0, 2021-09-07 01:00:00, 12.0
18.2, 17.2, -7999.0, 19.9, 62.0, 2021-09-07 02:00:00, 11.0
17.3, 17.2, -7999.0, 19.9, 68.0, 2021-09-07 03:00:00, 11.0
17.7, 17.0, -7999.0, 19.9, 62.0, 2021-09-07 04:00:00, 10.0
16.8, 16.7, -7999.0, 19.9, 68.0, 2021-09-07 05:00:00, 11.0
16.3, 16.1, -7999.0, 19.9, 71.0, 2021-09-07 06:00:00, 11.0
16.2, 15.8, -7999.0, 16.5, 74.0, 2021-09-07 07:00:00, 12.0
17.4, 15.8, -7999.0, 18.1, 67.0, 2021-09-07 08:00:00, 11.0
18.1, 15.8, -7999.0, 18.1, 66.0, 2021-09-07 09:00:00, 12.0
16.9, 15.8, -7999.0, 18.2, 73.0, 2021-09-07 10:00:00, 12.0
18.5, 15.8, -7999.0, 18.7, 64.0, 2021-09-07 11:00:00, 12.0
18.9, 15.8, -7999.0, 19.1, 65.0, 2021-09-07 12:00:00, 12.0
20.5, 15.8, -7999.0, 20.6, 61.0, 2021-09-07 13:00:00, 13.0
21.3, 15.8, -7999.0, 21.4, 57.0, 2021-09-07 14:00:00, 12.0
21.7, 15.8, -7999.0, 21.9, 54.0, 2021-09-07 15:00:00, 12.0
22.0, 15.8, -7999.0, 21.9, 55.0, 2021-09-07 16:00:00, 12.0
22.3, 15.8, -7999.0, 22.4, 53.0, 2021-09-07 17:00:00, 13.0
